start_time,date,tokens_transferred_mean,tokens_transferred_median,tokens_transferred_total
1363564800000,2013-03-18,86.98698844,1.2,3766101.66442027
1363651200000,2013-03-19,42.24079014,1.19043314,1940457.41755042
1363737600000,2013-03-20,40.87561219,1,1882935.0754919
1363824000000,2013-03-21,36.79462514,0.77506929,2036435.32310167
1363910400000,2013-03-22,25.09088048,0.80711351,1514360.0914457
1363996800000,2013-03-23,27.19362259,0.6558661,1433022.32985638
1364083200000,2013-03-24,19.37419833,0.6180796,990912.74768031
1364169600000,2013-03-25,31.55433297,0.696,1541397.61120329
1364256000000,2013-03-26,37.72417475,0.94970203,1845089.3870635
1364342400000,2013-03-27,51.52668073,0.79312482,2734830.10623037
1364428800000,2013-03-28,29.96621646,0.69979699,1822125.75781846
1364515200000,2013-03-29,23.45329459,0.74786556,1456097.79490212
1364601600000,2013-03-30,30.81604896,0.53265152,1818855.65779329
1364688000000,2013-03-31,35.07115544,0.57441233,1536712.81770472
1364774400000,2013-04-01,27.46930592,0.68693766,1444116.35097195
1364860800000,2013-04-02,40.95402248,0.8822575,2583994.04828824
1364947200000,2013-04-03,37.11931017,0.85534747,2366949.93208481
1365033600000,2013-04-04,34.29556941,0.9985,2288817.71146302
1365120000000,2013-04-05,33.62750374,0.97394642,2058507.64162516
1365206400000,2013-04-06,25.78193167,0.67338333,1329187.4873776
1365292800000,2013-04-07,17.12750151,0.45338156,1085489.66350991
1365379200000,2013-04-08,24.7853847,0.79944082,1524920.79372436
1365465600000,2013-04-09,31.06350718,0.98915713,2075135.47011066
1365552000000,2013-04-10,45.15027885,1.9001083,2875621.26020044
1365638400000,2013-04-11,35.10765991,1.001712,2395992.46603325
1365724800000,2013-04-12,30.24382658,1.06709301,1769778.00022629
1365811200000,2013-04-13,24.40725295,0.71993398,1302126.94481231
1365897600000,2013-04-14,14.85486067,0.52922033,821741.18263167
1365984000000,2013-04-15,19.2471802,0.79603733,1045737.79441594
1366070400000,2013-04-16,26.11108153,0.73167917,1765318.00004366
1366156800000,2013-04-17,30.41090362,0.90592992,1719280.43593957
1366243200000,2013-04-18,125.70340313,0.97219101,5843196.99114988
1366329600000,2013-04-19,31.49370243,0.86162573,1870442.48113592
1366416000000,2013-04-20,22.71887456,0.55159024,1093868.37236749
1366502400000,2013-04-21,22.2215952,0.64530349,978816.82537996
1366588800000,2013-04-22,34.98938991,0.75385796,1645935.89058341
1366675200000,2013-04-23,25.62592502,0.5986595,1575994.38896498
1366761600000,2013-04-24,33.30680705,0.57803136,2160312.81202119
1366848000000,2013-04-25,26.1730514,0.65414198,1633041.36884746
1366934400000,2013-04-26,21.33107077,0.68732412,1175192.68214966
1367020800000,2013-04-27,18.19428467,0.68056385,804587.65652641
1367107200000,2013-04-28,13.78919194,0.58612904,575036.88215219
1367193600000,2013-04-29,36.53365723,0.7,1885209.7805681
1367280000000,2013-04-30,21.06677826,0.56365327,999618.62821072
1367366400000,2013-05-01,24.41182564,0.70748318,1346946.89140789
1367452800000,2013-05-02,16.34793535,0.64123136,903959.08502689
1367539200000,2013-05-03,15.71687965,0.694,805883.00395768
1367625600000,2013-05-04,9.99387959,0.45214105,500713.3551806
1367712000000,2013-05-05,12.63894253,0.5244316,634057.82988894
1367798400000,2013-05-06,16.06529535,0.57,854256.01516437
1367884800000,2013-05-07,17.1413566,0.6351602,969635.11901848
1367971200000,2013-05-08,16.46912445,0.69527972,827968.76268093
1368057600000,2013-05-09,10.37827711,0.55440733,691297.03847604
1368144000000,2013-05-10,13.45291876,0.5435189,910883.67662371
1368230400000,2013-05-11,9.15835499,0.41228,670574.75254437
1368316800000,2013-05-12,8.55601751,0.47412675,558365.70280105
1368403200000,2013-05-13,18.37665996,0.59403596,1117741.96565821
1368489600000,2013-05-14,11.76913833,0.52449915,780482.17756206
1368576000000,2013-05-15,11.70179459,0.59209451,749265.90759724
1368662400000,2013-05-16,11.79745025,0.63006576,719762.43963563
1368748800000,2013-05-17,14.50257384,0.61881348,849415.74993436
1368835200000,2013-05-18,14.29889005,0.71034854,744486.00918305
1368921600000,2013-05-19,8.80418621,0.50607905,419642.73131068
1369008000000,2013-05-20,11.03752065,0.6704538,537438.95540007
1369094400000,2013-05-21,12.46877637,0.77147082,670707.9495352
1369180800000,2013-05-22,14.16396302,0.78983534,734174.85908402
1369267200000,2013-05-23,11.8762049,0.7597307,707999.95497666
1369353600000,2013-05-24,13.67896657,0.8015392,755516.68136371
1369440000000,2013-05-25,14.31153815,0.5912,731534.27249557
1369526400000,2013-05-26,9.48305013,0.655508,384623.03030116
1369612800000,2013-05-27,12.59382248,0.57169609,662208.37383459
1369699200000,2013-05-28,12.33009789,0.72001764,701730.5312963
1369785600000,2013-05-29,14.38213755,0.79090567,789464.29455616
1369872000000,2013-05-30,10.91957325,0.72017299,625112.8097473
1369958400000,2013-05-31,12.44656326,0.83129523,674242.77825816
1370044800000,2013-06-01,8.87748908,0.57298513,480254.40437215
1370131200000,2013-06-02,8.5812563,0.63107128,426900.33858134
1370217600000,2013-06-03,13.92575118,0.72703651,775121.23647821
1370304000000,2013-06-04,11.43211519,0.8138,656306.30104075
1370390400000,2013-06-05,12.004033,0.68426107,676739.36436182
1370476800000,2013-06-06,13.76142422,0.66079312,749405.87858103
1370563200000,2013-06-07,12.95708512,0.85944467,674118.26756777
1370649600000,2013-06-08,8.21269762,0.70598537,394513.35574934
1370736000000,2013-06-09,15.14682321,0.6780716,671186.03028593
1370822400000,2013-06-10,10.84627515,0.77115111,486195.12994933
1370908800000,2013-06-11,12.00083445,0.77,593837.29085551
1370995200000,2013-06-12,12.18632461,0.81408876,556963.78004472
1371081600000,2013-06-13,14.01880984,1,602906.9546027
1371168000000,2013-06-14,14.36200172,0.94178731,717985.19017262
1371254400000,2013-06-15,11.52937511,0.91,411056.81084536
1371340800000,2013-06-16,12.06277183,0.56581816,516057.4418572
1371427200000,2013-06-17,12.55993633,0.65205972,575219.96411583
1371513600000,2013-06-18,13.9442892,0.79722684,639722.15566893
1371600000000,2013-06-19,12.35112054,0.717561,579205.79761711
1371686400000,2013-06-20,13.84156099,0.612866,724757.97476081
1371772800000,2013-06-21,15.12178084,0.91997462,708591.5281908
1371859200000,2013-06-22,9.69486992,0.70594771,430626.73211883
1371945600000,2013-06-23,8.76992474,0.64514796,336256.45436493
1372032000000,2013-06-24,13.74992725,0.81373406,606303.04229761
1372118400000,2013-06-25,16.04073285,0.79597878,713363.47123087
1372204800000,2013-06-26,13.70241569,0.85658764,622815.90033107
1372291200000,2013-06-27,12.19969586,0.83978646,560710.2213749
1372377600000,2013-06-28,13.27766802,0.85894651,655691.0797393
1372464000000,2013-06-29,14.52387471,0.84876968,528320.46654116
1372550400000,2013-06-30,13.32742733,0.71751307,410484.76170303
1372636800000,2013-07-01,22.19651604,1.2286798,865020.426626
1372723200000,2013-07-02,18.53296641,1.19205045,731996.57437172
1372809600000,2013-07-03,22.99660243,1.58472264,812860.90623676
1372896000000,2013-07-04,24.22109132,1.0813,850814.27471154
1372982400000,2013-07-05,29.03349409,1.012144,1069913.29069853
1373068800000,2013-07-06,20.97065661,0.80285762,695911.23953932
1373155200000,2013-07-07,21.18762436,0.80937496,639230.62695867
1373241600000,2013-07-08,21.11902353,1.00926998,832870.93076807
1373328000000,2013-07-09,28.44684556,1.28238097,1156278.93136742
1373414400000,2013-07-10,27.6693402,1.43339704,1080294.04960412
1373500800000,2013-07-11,24.36724426,1.80934869,1054126.98655273
1373587200000,2013-07-12,21.15450193,1.19411865,1017658.46964031
1373673600000,2013-07-13,23.08975813,1.02064902,873093.02426651
1373760000000,2013-07-14,16.62715535,0.67175602,577976.54718181
1373846400000,2013-07-15,19.09567166,0.89127862,698710.62608713
1373932800000,2013-07-16,24.14805161,1.13825442,947279.76854342
1374019200000,2013-07-17,26.6031325,1.01118984,1076336.13767809
1374105600000,2013-07-18,24.43051269,1.14186289,1001870.89493841
1374192000000,2013-07-19,22.2793143,1,815155.5514326
1374278400000,2013-07-20,14.6578484,0.60717652,491272.44695365
1374364800000,2013-07-21,13.94893526,0.75473495,491797.61056229
1374451200000,2013-07-22,22.58527878,0.94049758,899210.2894468
1374537600000,2013-07-23,26.34990904,1.0258888,1008964.36703893
1374624000000,2013-07-24,21.41298138,1.00602357,903670.64023124
1374710400000,2013-07-25,19.07115295,0.9785,808311.74657074
1374796800000,2013-07-26,21.07640655,1.02546005,784232.0111667
1374883200000,2013-07-27,12.45077838,0.61915413,457080.52506848
1374969600000,2013-07-28,16.55366575,0.58163713,614703.82383821
1375056000000,2013-07-29,17.85567372,1,743403.11950396
1375142400000,2013-07-30,23.89793848,1.03739772,1002183.94807157
1375228800000,2013-07-31,17.4122828,0.84660354,859017.55968201
1375315200000,2013-08-01,22.53002198,0.7873738,1142880.42498187
1375401600000,2013-08-02,17.64773274,0.7678,908664.11090763
1375488000000,2013-08-03,14.75581828,0.51195326,672511.17403337
1375574400000,2013-08-04,11.83579188,0.4664,506181.31129367
1375660800000,2013-08-05,16.66812875,0.8,846940.95787912
1375747200000,2013-08-06,13.95468969,0.5358407,756051.13250651
1375833600000,2013-08-07,14.08541479,0.50210639,808784.51731453
1375920000000,2013-08-08,12.458622,0.3916814,720320.14820294
1376006400000,2013-08-09,12.46771866,0.54566018,616690.76822911
1376092800000,2013-08-10,9.94085352,0.5,511804.84332389
1376179200000,2013-08-11,11.10177012,0.52051793,424154.22934163
1376265600000,2013-08-12,16.83569612,0.58153015,841986.8341265
1376352000000,2013-08-13,24.51947064,0.65231226,1297006.43854274
1376438400000,2013-08-14,25.97869287,0.83605,1337694.85326905
1376524800000,2013-08-15,14.10097741,0.53354281,817278.54958208
1376611200000,2013-08-16,15.07211732,0.28059606,1069381.79579286
1376697600000,2013-08-17,17.77150469,0.20042576,1001530.91829062
1376784000000,2013-08-18,13.92916643,0.26436669,782860.94068269
1376870400000,2013-08-19,15.61319735,0.27736568,1110676.01969808
1376956800000,2013-08-20,15.34752392,0.38262822,967477.21300128
1377043200000,2013-08-21,21.0613955,0.52333429,1270739.29731777
1377129600000,2013-08-22,12.28519245,0.41365,818144.67662604
1377216000000,2013-08-23,14.9371781,0.47529406,821529.85849363
1377302400000,2013-08-24,10.91065759,0.33658601,563360.89376631
1377388800000,2013-08-25,12.45889125,0.40344347,551879.04702813
1377475200000,2013-08-26,12.57956609,0.5,703537.39288628
1377561600000,2013-08-27,14.60976735,0.65720806,906068.55172412
1377648000000,2013-08-28,12.07706113,0.420485,779803.76024091
1377734400000,2013-08-29,44.80088856,0.34415965,2634426.65022077
1377820800000,2013-08-30,13.24599082,0.51999657,826523.33488312
1377907200000,2013-08-31,18.4669467,0.584029,873154.1739754
1377993600000,2013-09-01,17.63512335,0.33910599,817864.11545946
1378080000000,2013-09-02,15.83799771,0.41399055,808545.6209656
1378166400000,2013-09-03,18.18266544,0.5183,944934.94032159
1378252800000,2013-09-04,17.19364801,0.57990794,908099.71338502
1378339200000,2013-09-05,14.57892786,0.26041255,882768.6611421
1378425600000,2013-09-06,11.48871187,0.3426,696962.70539066
1378512000000,2013-09-07,12.07874898,0.24050777,625944.92945768
1378598400000,2013-09-08,8.51584081,0.1957,394240.85045693
1378684800000,2013-09-09,17.8464976,0.2,1025691.75658513
1378771200000,2013-09-10,12.06592614,0.30063863,640604.15046231
1378857600000,2013-09-11,16.86769117,0.56916221,826685.54403533
1378944000000,2013-09-12,13.3968764,0.5349994,697803.10109851
1379030400000,2013-09-13,14.54487711,0.7585379,649137.86521235
1379116800000,2013-09-14,13.0744378,0.35229086,566672.28329393
1379203200000,2013-09-15,7.45887249,0.15015533,398982.54815521
1379289600000,2013-09-16,13.03688246,0.41038235,674410.96673991
1379376000000,2013-09-17,9.1973696,0.2314454,623140.18539857
1379462400000,2013-09-18,13.29561934,0.31628835,802869.26975309
1379548800000,2013-09-19,13.90580765,0.407,829133.78123293
1379635200000,2013-09-20,12.40448032,0.5,729309.01587582
1379721600000,2013-09-21,8.55205249,0.33561308,447349.31344503
1379808000000,2013-09-22,9.66754207,0.26854149,490144.38307075
1379894400000,2013-09-23,15.2922633,0.43,995801.60133624
1379980800000,2013-09-24,15.12939829,0.50781475,943771.8653525
1380067200000,2013-09-25,15.12892583,0.571336,822136.08765588
1380153600000,2013-09-26,12.92198179,0.4920119,741502.08081135
1380240000000,2013-09-27,14.66913807,0.82298209,685664.85160644
1380326400000,2013-09-28,12.47571396,0.689635,529007.69920544
1380412800000,2013-09-29,13.40806162,0.65792419,549878.01529972
1380499200000,2013-09-30,17.50684222,1,822699.03666542
1380585600000,2013-10-01,19.01240587,0.71323238,1083402.93612211
1380672000000,2013-10-02,19.13949241,0.80417959,1182303.86445546
1380758400000,2013-10-03,15.53537877,0.57544317,922055.80085101
1380844800000,2013-10-04,15.41100639,0.54301867,797673.69072064
1380931200000,2013-10-05,9.7938888,0.39651987,443271.40709532
1381017600000,2013-10-06,9.71792432,0.36153114,414683.26642164
1381104000000,2013-10-07,15.42425221,0.6,684697.97994941
1381190400000,2013-10-08,15.9274608,0.48,716257.91211955
1381276800000,2013-10-09,17.82805008,0.5327,900209.5609582
1381363200000,2013-10-10,13.20905674,0.4294,748438.36409605
1381449600000,2013-10-11,15.94451894,0.49133593,824921.57661856
1381536000000,2013-10-12,14.05915662,0.32639015,692554.05513336
1381622400000,2013-10-13,13.84244647,0.36512487,707113.69297742
1381708800000,2013-10-14,15.9879827,0.4002696,914544.58641609
1381795200000,2013-10-15,16.52098069,0.56891066,918004.81325751
1381881600000,2013-10-16,20.10222731,0.75959115,1017494.33727762
1381968000000,2013-10-17,18.05442322,0.54991699,843195.72772647
1382054400000,2013-10-18,15.68506222,0.39974784,932774.96508764
1382140800000,2013-10-19,18.18486661,0.56994575,1001767.93202436
1382227200000,2013-10-20,14.58348932,0.37875458,717784.76074263
1382313600000,2013-10-21,17.49538968,0.51007272,1053922.27414245
1382400000000,2013-10-22,18.54077905,0.6365132,1201498.10464838
1382486400000,2013-10-23,19.6975818,0.70539467,1085198.87398026
1382572800000,2013-10-24,16.14229652,0.53608,1023728.30278826
1382659200000,2013-10-25,49.12281567,0.42444625,2811593.47749548
1382745600000,2013-10-26,14.34280394,0.28519696,682215.46939462
1382832000000,2013-10-27,11.61354681,0.3,505328.64888496
1382918400000,2013-10-28,12.59279521,0.40661665,641338.46709905
1383004800000,2013-10-29,33.80406564,0.46005127,1682428.34703913
1383091200000,2013-10-30,14.76069222,0.61637781,712218.16009177
1383177600000,2013-10-31,11.73008889,0.30557241,679993.25298468
1383264000000,2013-11-01,13.98591443,0.76909865,631645.85321991
1383350400000,2013-11-02,16.5266006,0.515,644190.36489007
1383436800000,2013-11-03,16.47367818,0.59461,589016.36349698
1383523200000,2013-11-04,21.38165625,0.92308846,969187.71460443
1383609600000,2013-11-05,21.60845104,1,1111171.37805373
1383696000000,2013-11-06,16.639004,0.8757,912566.17447346
1383782400000,2013-11-07,20.00409605,1.00366543,1208067.36430474
1383868800000,2013-11-08,18.07749339,1.03631191,1068181.00672896
1383955200000,2013-11-09,16.28691696,1.030877,896692.50001574
1384041600000,2013-11-10,13.89273569,0.435544,796984.56811759
1384128000000,2013-11-11,12.99598884,0.32,743604.48955386
1384214400000,2013-11-12,18.99996455,0.50820406,1104011.94013873
1384300800000,2013-11-13,19.5246373,0.45680568,1263283.08227683
1384387200000,2013-11-14,16.61784767,0.5,1150453.5940024
1384473600000,2013-11-15,42.34409953,0.5117965,2572319.35807959
1384560000000,2013-11-16,31.63313432,0.69645663,1486156.28339248
1384646400000,2013-11-17,22.55820488,0.5436694,1153558.92269626
1384732800000,2013-11-18,26.88122618,0.99388448,2120283.59639462
1384819200000,2013-11-19,24.42271874,1,2265109.47189089
1384905600000,2013-11-20,21.78782748,0.82821859,1686247.11982734
1384992000000,2013-11-21,30.54499373,0.59979678,2189220.79045371
1385078400000,2013-11-22,31.11585799,0.55913596,2388919.99735765
1385164800000,2013-11-23,21.12709393,0.50814661,1529073.42331163
1385251200000,2013-11-24,24.95629663,0.3200402,1514672.51146537
1385337600000,2013-11-25,20.17517178,0.30397891,1444945.80265993
1385424000000,2013-11-26,48.35772247,0.55053973,4024523.09525614
1385510400000,2013-11-27,34.81135315,0.76967836,3319541.0138239
1385596800000,2013-11-28,34.57604166,0.7742536,3414038.35385545
1385683200000,2013-11-29,28.90196391,0.6899,2598604.47680345
1385769600000,2013-11-30,24.82673946,0.5171372,1862353.03376909
1385856000000,2013-12-01,20.70388429,0.5573012,1489582.36330327
1385942400000,2013-12-02,18.83698539,0.527998,1420515.90497353
1386028800000,2013-12-03,15.29727706,0.43293466,1185034.16224284
1386115200000,2013-12-04,16.92241429,0.45297828,1344536.58234996
1386201600000,2013-12-05,18.60380598,0.63366254,1546218.12636039
1386288000000,2013-12-06,16.11342156,0.5,1158409.9891711
1386374400000,2013-12-07,34.84856096,0.72066,2352870.2902005
1386460800000,2013-12-08,25.68902688,0.41451467,1214628.56891798
1386547200000,2013-12-09,19.10690071,0.371759,1212313.74314945
1386633600000,2013-12-10,12.34939802,0.34741333,832732.2577056
1386720000000,2013-12-11,16.52715273,0.32714045,1109633.03415721
1386806400000,2013-12-12,15.69135637,0.30971795,910977.38521607
1386892800000,2013-12-13,15.18420185,0.32199652,910156.24302839
1386979200000,2013-12-14,11.42383992,0.31832303,615276.59435456
1387065600000,2013-12-15,8.78980701,0.27161061,458221.42936824
1387152000000,2013-12-16,30.17863412,0.40085,2087788.08685136
1387238400000,2013-12-17,23.4178071,0.44374,1581568.43811418
1387324800000,2013-12-18,24.49663399,0.62619584,1991845.80611571
1387411200000,2013-12-19,19.39097992,0.44431,1358376.92505516
1387497600000,2013-12-20,14.41917122,0.37636,935876.3078764
1387584000000,2013-12-21,17.4101198,0.26722929,973608.71922497
1387670400000,2013-12-22,17.37555264,0.2315431,916178.13949863
1387756800000,2013-12-23,13.27196454,0.239,717960.1937914
1387843200000,2013-12-24,15.84134498,0.27370096,882299.54996262
1387929600000,2013-12-25,15.8174884,0.387079,874169.31375555
1388016000000,2013-12-26,12.05443643,0.31587243,615933.48358488
1388102400000,2013-12-27,11.45776233,0.27128624,601417.94495161
1388188800000,2013-12-28,12.75706002,0.21128158,610540.13532849
1388275200000,2013-12-29,16.28976351,0.1835,833335.4318256
1388361600000,2013-12-30,14.61633554,0.27577424,810329.64256772
1388448000000,2013-12-31,10.35069692,0.2503,503695.96411944
1388534400000,2014-01-01,12.45441017,0.21140282,533858.29208405
1388620800000,2014-01-02,12.92094027,0.30579005,705948.49271074
1388707200000,2014-01-03,14.69538232,0.34466249,893758.45737944
1388793600000,2014-01-04,12.16661354,0.28717333,631581.07557659
1388880000000,2014-01-05,15.89898825,0.31037081,929597.94384686
1388966400000,2014-01-06,14.78586091,0.32204711,993195.84904696
1389052800000,2014-01-07,14.67215439,0.27948842,920442.93332893
1389139200000,2014-01-08,12.96776859,0.26339117,794223.95488471
1389225600000,2014-01-09,10.06963106,0.26251605,592335.97757657
1389312000000,2014-01-10,10.46104243,0.2552,564676.60949481
1389398400000,2014-01-11,7.54373004,0.24027511,419778.40182609
1389484800000,2014-01-12,8.27283955,0.20576186,416372.01466838
1389571200000,2014-01-13,9.86115472,0.25308045,525520.65716766
1389657600000,2014-01-14,13.02009053,0.26209,744957.49994018
1389744000000,2014-01-15,9.78445242,0.24565756,601039.34324773
1389830400000,2014-01-16,10.62762037,0.24108045,600651.84818911
1389916800000,2014-01-17,7.17432513,0.2434046,422381.21767063
1390003200000,2014-01-18,6.87821125,0.21237567,353533.18006107
1390089600000,2014-01-19,11.76616539,0.2120732,562846.28780873
1390176000000,2014-01-20,12.41171989,0.26372089,779555.30257989
1390262400000,2014-01-21,8.53400461,0.22729996,617955.80791039
1390348800000,2014-01-22,7.43835438,0.2412,488275.89637302
1390435200000,2014-01-23,8.01862855,0.2587,508373.03151445
1390521600000,2014-01-24,11.36121535,0.3,743148.45749072
1390608000000,2014-01-25,8.55984792,0.241,459655.27367083
1390694400000,2014-01-26,7.39889535,0.2613352,395322.97836039
1390780800000,2014-01-27,14.06370919,0.28,902890.13009079
1390867200000,2014-01-28,9.82379492,0.2968,644519.53701774
1390953600000,2014-01-29,8.09213598,0.26357201,481724.8547966
1391040000000,2014-01-30,8.68957661,0.26014,526788.20260698
1391126400000,2014-01-31,6.73364208,0.29263,404590.884239
1391212800000,2014-02-01,8.19664767,0.22727574,447938.59863933
1391299200000,2014-02-02,9.33205377,0.21539378,488038.41578987
1391385600000,2014-02-03,8.32300549,0.2067,477898.65230912
1391472000000,2014-02-04,11.32943458,0.22792783,788834.54175214
1391558400000,2014-02-05,11.81717929,0.23697546,796017.01393634
1391644800000,2014-02-06,9.43254591,0.2535,660070.69767254
1391731200000,2014-02-07,12.27310884,0.3511,863523.66475554
1391817600000,2014-02-08,8.71406655,0.23554638,564906.79196771
1391904000000,2014-02-09,8.64127145,0.2231,487722.00215831
1391990400000,2014-02-10,11.96799,0.33002615,798193.12476466
1392076800000,2014-02-11,10.39753282,0.27473588,697310.53870392
1392163200000,2014-02-12,9.92447729,0.24319175,614801.51890814
1392249600000,2014-02-13,9.55695062,0.28998855,641854.36054235
1392336000000,2014-02-14,9.69704644,0.31148957,724349.97503864
1392422400000,2014-02-15,15.54026121,0.23639622,958973.97871815
1392508800000,2014-02-16,10.87931621,0.22892697,623776.47444668
1392595200000,2014-02-17,8.26462296,0.23114491,501646.08463398
1392681600000,2014-02-18,7.61977044,0.22492546,497151.92225058
1392768000000,2014-02-19,6.52023173,0.26126257,456038.04781281
1392854400000,2014-02-20,7.87594039,0.32,558931.8614577
1392940800000,2014-02-21,7.48175761,0.44771174,518021.93313805
1393027200000,2014-02-22,6.79245332,0.2989214,397310.97190207
1393113600000,2014-02-23,6.86305792,0.28862004,411138.34789087
1393200000000,2014-02-24,10.48058302,0.35684536,771423.31304859
1393286400000,2014-02-25,13.60195713,0.512261,1087082.01552091
1393372800000,2014-02-26,9.49231638,0.3899,692863.15692468
1393459200000,2014-02-27,8.12350896,0.28496357,574096.5016019
1393545600000,2014-02-28,8.39620298,0.3502623,588649.39460232
1393632000000,2014-03-01,12.97604059,0.30140752,820838.37584879
1393718400000,2014-03-02,9.76734124,0.2544,551805.94336055
1393804800000,2014-03-03,13.12988026,0.37254487,1065043.36684728
1393891200000,2014-03-04,12.11444547,0.34109412,1023077.03411736
1393977600000,2014-03-05,9.4744448,0.27129505,684395.99493056
1394064000000,2014-03-06,8.88353651,0.24569173,624992.32733222
1394150400000,2014-03-07,34.17369953,0.2328,2466623.45865123
1394236800000,2014-03-08,24.55119627,0.30422601,1581637.1661943
1394323200000,2014-03-09,15.20921242,0.26587158,942697.40397327
1394409600000,2014-03-10,21.45978577,0.25582812,1517957.94650499
1394496000000,2014-03-11,12.94135734,0.23478723,984009.04639411
1394582400000,2014-03-12,13.84300153,0.2434053,1054241.46765158
1394668800000,2014-03-13,10.51455763,0.21768,763809.00982927
1394755200000,2014-03-14,8.87294821,0.16428391,625383.13596897
1394841600000,2014-03-15,9.6626102,0.15778454,581138.36531477
1394928000000,2014-03-16,6.50706442,0.13111031,384964.43818191
1395014400000,2014-03-17,8.32679407,0.18,551525.20544395
1395100800000,2014-03-18,48.92925849,0.19879661,2641984.24142833
1395187200000,2014-03-19,14.97889933,0.16340136,1103106.06244923
1395273600000,2014-03-20,9.60056169,0.19924393,679959.78191276
1395360000000,2014-03-21,8.21496986,0.17357675,598912.37772001
1395446400000,2014-03-22,6.26550747,0.17,416675.04319924
1395532800000,2014-03-23,5.76565394,0.1362765,332084.36970348
1395619200000,2014-03-24,9.47954249,0.18067488,671104.21028519
1395705600000,2014-03-25,7.58644634,0.2220755,544145.45049047
1395792000000,2014-03-26,7.59204877,0.20399747,517443.67611736
1395878400000,2014-03-27,11.02283626,0.23144179,788639.84340704
1395964800000,2014-03-28,12.30629581,0.21097443,823352.72146084
1396051200000,2014-03-29,7.4862986,0.17870545,397485.02409627
1396137600000,2014-03-30,10.54592552,0.19881328,598091.07378253
1396224000000,2014-03-31,11.50195285,0.23623745,746039.66590506
1396310400000,2014-04-01,10.67486771,0.278,682817.91288185
1396396800000,2014-04-02,11.25570924,0.26017193,750935.89754824
1396483200000,2014-04-03,11.73162126,0.24998992,783906.93231773
1396569600000,2014-04-04,10.16305757,0.25553561,665649.7813644
1396656000000,2014-04-05,13.07665899,0.18337866,727376.07988504
1396742400000,2014-04-06,8.82230989,0.17800997,439871.54863991
1396828800000,2014-04-07,7.07013859,0.2117104,464218.2298852
1396915200000,2014-04-08,6.74525591,0.2474,456701.0421968
1397001600000,2014-04-09,9.27198543,0.22674281,602604.87726709
1397088000000,2014-04-10,12.20463952,0.304,828353.29364562
1397174400000,2014-04-11,11.90925354,0.27022706,780806.38965394
1397260800000,2014-04-12,8.42810579,0.2,401000.84533255
1397347200000,2014-04-13,8.05636613,0.17100109,410721.60189826
1397433600000,2014-04-14,8.76229683,0.25885747,613588.59795976
1397520000000,2014-04-15,9.1569078,0.2522175,665038.74259024
1397606400000,2014-04-16,11.76295297,0.25273854,804997.6864872
1397692800000,2014-04-17,12.45502681,0.20629724,809838.29799204
1397779200000,2014-04-18,13.6826408,0.22821103,777666.57231755
1397865600000,2014-04-19,8.54862746,0.175,456120.56668043
1397952000000,2014-04-20,8.48574999,0.17869721,414656.17338328
1398038400000,2014-04-21,12.47377862,0.17148563,722718.25944782
1398124800000,2014-04-22,11.32995259,0.18315296,882467.34717551
1398211200000,2014-04-23,9.16269562,0.13390612,676106.14710992
1398297600000,2014-04-24,6.04447936,0.17472255,438484.66606829
1398384000000,2014-04-25,7.63587218,0.16115732,553356.38545585
1398470400000,2014-04-26,6.4360346,0.17391615,334751.03162942
1398556800000,2014-04-27,5.72389421,0.15002126,300229.69931799
1398643200000,2014-04-28,8.99221412,0.20782977,579044.6362666
1398729600000,2014-04-29,8.61634115,0.1863929,559079.91173886
1398816000000,2014-04-30,7.64067976,0.21985,485190.80573754
1398902400000,2014-05-01,7.47526236,0.18276273,444643.55572751
1398988800000,2014-05-02,10.94434306,0.165,654690.60190671
1399075200000,2014-05-03,10.25350291,0.13815,553842.95987771
1399161600000,2014-05-04,8.23537241,0.14270681,425093.45303587
1399248000000,2014-05-05,9.32123483,0.17077317,630469.68157382
1399334400000,2014-05-06,8.86041473,0.17693799,682553.18809151
1399420800000,2014-05-07,12.00150657,0.19246745,836096.95687013
1399507200000,2014-05-08,19.55881245,0.17025451,1345059.53233418
1399593600000,2014-05-09,18.91693348,0.17898006,1250844.39227716
1399680000000,2014-05-10,12.01370247,0.1398,675614.58598087
1399766400000,2014-05-11,8.50954045,0.12651204,446223.28192904
1399852800000,2014-05-12,7.40408642,0.16409132,549783.03268301
1399939200000,2014-05-13,9.74476183,0.175587,674288.79486571
1400025600000,2014-05-14,10.41301097,0.1702,725349.51838821
1400112000000,2014-05-15,11.00589674,0.14390012,822382.61641078
1400198400000,2014-05-16,9.91872165,0.18000267,647216.42521548
1400284800000,2014-05-17,9.04238863,0.15758113,482302.92486217
1400371200000,2014-05-18,5.42159307,0.15441748,269670.03906822
1400457600000,2014-05-19,8.21604333,0.21029933,525218.78619045
1400544000000,2014-05-20,20.96501599,0.24087906,1495707.13561311
1400630400000,2014-05-21,10.47465333,0.23544997,719922.92357684
1400716800000,2014-05-22,10.51808285,0.21719681,769618.64020857
1400803200000,2014-05-23,17.1159041,0.236,1243384.85330437
1400889600000,2014-05-24,17.29169447,0.18990464,911583.54923007
1400976000000,2014-05-25,14.58209257,0.1959054,837085.02373823
1401062400000,2014-05-26,11.32116601,0.20970762,756808.62632806
1401148800000,2014-05-27,13.86818228,0.22203164,948417.24944534
1401235200000,2014-05-28,11.98655017,0.2,865057.33918296
