start_time,date,tokens_transferred_mean,tokens_transferred_median,tokens_transferred_total
1516579200000,2018-01-22,6.20813177,0.142424,1523444.49580509
1516665600000,2018-01-23,5.65685758,0.08305906,1537301.95965913
1516752000000,2018-01-24,5.99633048,0.14338002,1500563.71387057
1516838400000,2018-01-25,5.73345677,0.12463614,1355515.31663827
1516924800000,2018-01-26,7.71769867,0.11858248,1700239.88888987
1517011200000,2018-01-27,7.03821492,0.096244,1361338.5679762
1517097600000,2018-01-28,14.66060489,0.0799,3126931.09631931
1517184000000,2018-01-29,8.35760707,0.08853945,1939198.85270311
1517270400000,2018-01-30,9.97108706,0.11913131,2357583.76612026
1517356800000,2018-01-31,8.73949219,0.17312995,1784245.98638855
1517443200000,2018-02-01,8.499337,0.14295163,2188613.2751607
1517529600000,2018-02-02,6.18747139,0.20146475,1458696.37959507
1517616000000,2018-02-03,4.66314122,0.10881777,908067.47921614
1517702400000,2018-02-04,5.59062357,0.11007923,970023.5046674
1517788800000,2018-02-05,8.5420358,0.12877632,1846600.21449841
1517875200000,2018-02-06,7.83852271,0.13497812,1912207.61631052
1517961600000,2018-02-07,5.42354275,0.11786065,1158349.41246956
1518048000000,2018-02-08,6.7560959,0.08718556,1169872.05403524
1518134400000,2018-02-09,6.42833126,0.102571,1142475.17234831
1518220800000,2018-02-10,8.45738218,0.09689774,1536198.8999401
1518307200000,2018-02-11,9.49779714,0.06637177,1396717.55384884
1518393600000,2018-02-12,8.95662068,0.08701368,1672666.82471679
1518480000000,2018-02-13,7.18582704,0.09577986,1313712.89938925
1518566400000,2018-02-14,7.92292766,0.0881376,1554779.4789732
1518652800000,2018-02-15,7.15537679,0.09501392,1417136.68366203
1518739200000,2018-02-16,5.86910806,0.0812128,1100933.15944937
1518825600000,2018-02-17,8.47752643,0.07267511,1472037.6896814
1518912000000,2018-02-18,10.27407116,0.06904059,1636998.58066959
1518998400000,2018-02-19,9.54835924,0.07036074,1787500.59119399
1519084800000,2018-02-20,6.38510332,0.08512317,1266255.37932992
1519171200000,2018-02-21,6.45602072,0.10010359,1323690.83981785
1519257600000,2018-02-22,8.15471036,0.09158318,1493013.30154913
1519344000000,2018-02-23,5.44982353,0.08630455,1008462.59585166
1519430400000,2018-02-24,4.82108346,0.085,744322.25355664
1519516800000,2018-02-25,4.16899902,0.08652509,603245.82057303
1519603200000,2018-02-26,4.52649285,0.08480411,843434.99174408
1519689600000,2018-02-27,4.29913902,0.08477228,943506.24596204
1519776000000,2018-02-28,7.30504619,0.07705955,1381150.47303578
1519862400000,2018-03-01,5.65362202,0.0846,1320567.37805724
1519948800000,2018-03-02,4.99610743,0.075266,973826.27276415
1520035200000,2018-03-03,4.4529319,0.04956289,787474.28937334
1520121600000,2018-03-04,3.88596696,0.05086328,622077.2496279
1520208000000,2018-03-05,4.47469981,0.06794649,900707.85097313
1520294400000,2018-03-06,4.55424596,0.05934418,937537.07390761
1520380800000,2018-03-07,4.34605695,0.06,929278.24317467
1520467200000,2018-03-08,5.17830097,0.07400516,1016293.34934711
1520553600000,2018-03-09,6.0879983,0.08152041,1205630.65594268
1520640000000,2018-03-10,3.99864223,0.06537402,624140.06849304
1520726400000,2018-03-11,5.18913564,0.05975988,782163.60428385
1520812800000,2018-03-12,5.40530522,0.05995,1017456.8170703
1520899200000,2018-03-13,8.16523209,0.07081431,1600238.51617498
1520985600000,2018-03-14,5.43382631,0.08805942,1037306.57555747
1521072000000,2018-03-15,9.4495379,0.09248072,1947001.68887782
1521158400000,2018-03-16,5.59477515,0.08178,1045232.6781445
1521244800000,2018-03-17,15.73592825,0.07099962,2428793.31800349
1521331200000,2018-03-18,9.85379891,0.0999034,1618486.47024441
1521417600000,2018-03-19,6.95629822,0.077316,1331247.65969479
1521504000000,2018-03-20,5.71079846,0.07592309,1113839.84148069
1521590400000,2018-03-21,4.77638107,0.06999202,929932.73585594
1521676800000,2018-03-22,5.95463882,0.06828229,1101870.18492115
1521763200000,2018-03-23,5.44634194,0.07203,978625.9520399
1521849600000,2018-03-24,4.99175771,0.06493625,783361.52943915
1521936000000,2018-03-25,6.01653649,0.06337435,813068.7249982
1522022400000,2018-03-26,8.9324646,0.07626079,1676623.60550844
1522108800000,2018-03-27,5.73072283,0.067424,1071146.59589627
1522195200000,2018-03-28,6.564228,0.07048605,1164402.14722758
1522281600000,2018-03-29,4.39106557,0.076403,844221.87506587
1522368000000,2018-03-30,6.88217636,0.08172194,1278556.95943046
1522454400000,2018-03-31,6.04280158,0.07051331,897289.5632741
1522540800000,2018-04-01,6.21095475,0.0651059,838273.93034586
1522627200000,2018-04-02,8.65437417,0.07215038,1454125.25690465
1522713600000,2018-04-03,6.60520844,0.07608543,1312824.80791232
1522800000000,2018-04-04,7.63968084,0.0814104,1417642.09497656
1522886400000,2018-04-05,5.7266064,0.08102402,1040386.9435174
1522972800000,2018-04-06,7.25338085,0.0757177,1253028.79514095
1523059200000,2018-04-07,4.80113476,0.06393149,741578.47396091
1523145600000,2018-04-08,5.27528965,0.05460073,729962.93059864
1523232000000,2018-04-09,6.84439368,0.07233779,1207460.55510887
1523318400000,2018-04-10,5.0474963,0.07339311,940101.23298661
1523404800000,2018-04-11,5.49732803,0.07552148,1006489.29766906
1523491200000,2018-04-12,10.12987852,0.0772774,2134618.65126674
1523577600000,2018-04-13,5.73552041,0.068,1245278.98476449
1523664000000,2018-04-14,4.27551089,0.05605899,691375.76430253
1523750400000,2018-04-15,4.30806995,0.05717912,749035.50608808
1523836800000,2018-04-16,6.94050211,0.06818,1360095.49660294
1523923200000,2018-04-17,5.89260445,0.06625066,1188290.8284583
1524009600000,2018-04-18,5.55238846,0.06534923,1113698.07748822
1524096000000,2018-04-19,6.16592195,0.06822394,1315468.61797595
1524182400000,2018-04-20,7.33710195,0.06708474,1523475.84859791
1524268800000,2018-04-21,4.7122017,0.05386462,913300.08372517
1524355200000,2018-04-22,4.53369225,0.05027614,778480.2960473
1524441600000,2018-04-23,4.8419687,0.0495,1095253.32066308
1524528000000,2018-04-24,6.9577593,0.0602656,1769594.75360613
1524614400000,2018-04-25,9.26644023,0.0793059,1974048.29590616
1524700800000,2018-04-26,4.91814234,0.0594481,1065225.36756976
1524787200000,2018-04-27,7.27059217,0.0577,1533927.72334094
1524873600000,2018-04-28,9.00447536,0.03896887,1832887.97313909
1524960000000,2018-04-29,8.9338158,0.05143902,1613804.48559935
1525046400000,2018-04-30,5.65388558,0.05947226,1215314.01253369
1525132800000,2018-05-01,5.12137486,0.05683846,1023255.81877921
1525219200000,2018-05-02,5.06831889,0.06,1075274.26234452
1525305600000,2018-05-03,5.92408512,0.06040573,1352883.31976984
1525392000000,2018-05-04,6.10611085,0.06058948,1336816.95367917
1525478400000,2018-05-05,5.22920735,0.04501614,1059134.11591573
1525564800000,2018-05-06,6.36780883,0.0444648,1092868.82273542
1525651200000,2018-05-07,6.70781432,0.05237591,1374518.35639458
1525737600000,2018-05-08,4.84169673,0.05149956,1053896.96849814
1525824000000,2018-05-09,5.13565612,0.053,1060097.00009322
1525910400000,2018-05-10,5.76205507,0.053,1203157.43367396
1525996800000,2018-05-11,6.12093391,0.07060546,1306801.02640264
1526083200000,2018-05-12,5.50652214,0.0464243,1001575.80490216
1526169600000,2018-05-13,5.23344968,0.05508643,830265.85782698
1526256000000,2018-05-14,6.07594311,0.06348823,1273305.01813061
1526342400000,2018-05-15,4.96267627,0.06305412,1065154.09521869
1526428800000,2018-05-16,5.52232025,0.05828245,1150210.95163972
1526515200000,2018-05-17,5.452411,0.06634146,1049867.19008435
1526601600000,2018-05-18,5.30503252,0.06186456,1121208.01284887
1526688000000,2018-05-19,4.328347,0.05130035,749323.43225239
1526774400000,2018-05-20,4.61204325,0.05994521,731096.48362668
1526860800000,2018-05-21,4.12166672,0.05969415,834596.29482904
1526947200000,2018-05-22,4.54806256,0.05752533,924102.63875908
1527033600000,2018-05-23,4.82697327,0.06880408,1076579.15595465
1527120000000,2018-05-24,5.77802007,0.07019846,1194212.74419492
1527206400000,2018-05-25,4.85413474,0.06225041,951434.67995109
1527292800000,2018-05-26,3.82338613,0.05659349,606469.33203719
1527379200000,2018-05-27,5.56150181,0.05444249,801634.87138007
1527465600000,2018-05-28,6.95030382,0.06846329,1312961.04303347
1527552000000,2018-05-29,6.24822729,0.07162277,1278574.75032846
1527638400000,2018-05-30,6.21815585,0.06486533,1267900.63298006
1527724800000,2018-05-31,6.568608,0.061017,1375177.49732979
1527811200000,2018-06-01,5.88353389,0.05918144,1207977.7602243
1527897600000,2018-06-02,5.39431406,0.05257893,940471.68447236
1527984000000,2018-06-03,5.7185896,0.05172407,933731.30914753
1528070400000,2018-06-04,7.11650623,0.063,1492566.20117593
1528156800000,2018-06-05,5.77659149,0.05906887,1228831.20132038
1528243200000,2018-06-06,5.51080783,0.05331878,1136714.33163598
1528329600000,2018-06-07,5.80327511,0.05238099,1204086.7334658
1528416000000,2018-06-08,7.18563225,0.05117126,1438807.88872616
1528502400000,2018-06-09,5.09835516,0.04922987,872649.76498729
1528588800000,2018-06-10,7.80422247,0.05980504,1402278.30194376
1528675200000,2018-06-11,7.91480554,0.06957,1686296.80946873
1528761600000,2018-06-12,6.56282096,0.06329527,1407396.95438498
1528848000000,2018-06-13,8.86484116,0.07034282,1876562.76496624
1528934400000,2018-06-14,8.78783402,0.07809872,1844355.45291884
1529020800000,2018-06-15,8.39456394,0.0595933,1726828.95967847
1529107200000,2018-06-16,5.14941316,0.05302929,818365.33781215
1529193600000,2018-06-17,4.6097079,0.04866322,667259.82771245
1529280000000,2018-06-18,5.39874778,0.05844531,1058915.78871967
1529366400000,2018-06-19,7.67438957,0.06356442,1470796.76131272
1529452800000,2018-06-20,5.81951815,0.06996954,1156536.11999757
1529539200000,2018-06-21,4.65944248,0.059044,922304.02261601
1529625600000,2018-06-22,9.14143508,0.07768206,1864788.76607313
1529712000000,2018-06-23,8.75852205,0.06,1428821.49473602
1529798400000,2018-06-24,5.69030443,0.0656565,898220.24507666
1529884800000,2018-06-25,6.45853483,0.06925141,1291810.30248085
1529971200000,2018-06-26,4.4942837,0.06577634,877544.84739779
1530057600000,2018-06-27,5.25638193,0.06988,990244.53545436
1530144000000,2018-06-28,4.858719,0.0667654,910849.47566809
1530230400000,2018-06-29,5.45737623,0.07615234,1079087.00222335
1530316800000,2018-06-30,4.07053997,0.06501223,736458.37289169
1530403200000,2018-07-01,5.49004999,0.05320377,856996.80381999
1530489600000,2018-07-02,5.00220458,0.06670908,996204.04897366
1530576000000,2018-07-03,4.89852712,0.07810975,1061172.82959467
1530662400000,2018-07-04,4.29824732,0.05659376,888250.00063688
1530748800000,2018-07-05,5.16785127,0.05597351,1030795.1177403
1530835200000,2018-07-06,4.81135794,0.055,966279.44956967
1530921600000,2018-07-07,3.5807703,0.04638456,608745.27407395
1531008000000,2018-07-08,4.81626286,0.05,749058.91368129
1531094400000,2018-07-09,5.07243873,0.05943063,1047002.07775464
1531180800000,2018-07-10,5.4287702,0.06419456,1172147.48832693
1531267200000,2018-07-11,4.16281173,0.06330683,842836.16476689
1531353600000,2018-07-12,4.02828267,0.05508084,819328.52483807
1531440000000,2018-07-13,4.25691847,0.05731256,884421.63823944
1531526400000,2018-07-14,4.18875602,0.04793618,738653.6146638
1531612800000,2018-07-15,4.6320792,0.05701893,745848.12863885
1531699200000,2018-07-16,5.84403037,0.06673931,1213933.67670923
1531785600000,2018-07-17,4.53606141,0.0610198,1060562.90968472
1531872000000,2018-07-18,4.75844741,0.056137,1135341.75989338
1531958400000,2018-07-19,4.28537852,0.05029193,963644.49760158
1532044800000,2018-07-20,4.04742711,0.0560932,912188.88457849
1532131200000,2018-07-21,3.46734681,0.04647098,640301.06577288
1532217600000,2018-07-22,3.47902729,0.04231039,580813.16875623
1532304000000,2018-07-23,4.2272295,0.05219973,969362.90653423
1532390400000,2018-07-24,4.56233602,0.05634584,1182552.93458198
1532476800000,2018-07-25,3.97859272,0.04884219,994771.51707113
1532563200000,2018-07-26,3.79551864,0.04837577,878715.70355196
1532649600000,2018-07-27,4.24797378,0.04856649,973763.0304575
1532736000000,2018-07-28,3.49187888,0.03973057,656797.97438487
1532822400000,2018-07-29,3.91636991,0.03819529,658878.3243568
1532908800000,2018-07-30,3.78331454,0.0505,873151.16231809
1532995200000,2018-07-31,3.58319336,0.05056077,870106.8434159
1533081600000,2018-08-01,3.75180268,0.05603961,903786.7549171
1533168000000,2018-08-02,4.08968815,0.05024444,919034.72149602
1533254400000,2018-08-03,4.26993042,0.05088142,980773.12757167
1533340800000,2018-08-04,5.03438158,0.045,963988.4192722
1533427200000,2018-08-05,5.93123578,0.04540905,1020297.11046656
1533513600000,2018-08-06,5.75746892,0.05089598,1257868.77964623
1533600000000,2018-08-07,4.87972534,0.05518153,1136458.75302997
1533686400000,2018-08-08,5.6374498,0.06439034,1325668.86934069
1533772800000,2018-08-09,5.02363876,0.05609051,1116136.98784322
1533859200000,2018-08-10,4.30029402,0.05834235,971746.03982948
1533945600000,2018-08-11,4.15299094,0.0592792,798487.2622034
1534032000000,2018-08-12,3.66489039,0.04542916,604300.1112266
1534118400000,2018-08-13,4.13761479,0.0558,918877.35432435
1534204800000,2018-08-14,4.72590924,0.0664,1169596.37463739
1534291200000,2018-08-15,4.27702249,0.05415859,1051741.21620122
1534377600000,2018-08-16,3.91599424,0.05235943,909203.79359888
1534464000000,2018-08-17,3.68056046,0.05323681,859933.50763231
1534550400000,2018-08-18,3.48491937,0.04492015,664835.49310371
1534636800000,2018-08-19,3.57059354,0.03996336,597199.62215058
1534723200000,2018-08-20,3.99331793,0.04756994,857896.47031852
1534809600000,2018-08-21,4.77693658,0.050805,1039599.93186373
1534896000000,2018-08-22,3.9289959,0.04957333,904348.77424847
1534982400000,2018-08-23,4.02588605,0.04655872,874434.52819483
1535068800000,2018-08-24,3.4418106,0.0478999,756172.67315364
1535155200000,2018-08-25,3.35470318,0.041944,658477.91367772
1535241600000,2018-08-26,2.97464167,0.03648531,513345.81193122
1535328000000,2018-08-27,4.349984,0.04710744,972095.27346726
1535414400000,2018-08-28,7.97062469,0.05212815,1896100.02555957
1535500800000,2018-08-29,3.78985238,0.04564088,899593.47069658
1535587200000,2018-08-30,3.68750026,0.05138017,852686.49845682
1535673600000,2018-08-31,6.50744774,0.04690269,1541751.02643843
1535760000000,2018-09-01,4.12805513,0.04157411,880018.79239455
1535846400000,2018-09-02,4.41618033,0.04,825830.13809675
1535932800000,2018-09-03,4.142708,0.0478747,922800.63592068
1536019200000,2018-09-04,4.02885024,0.05,935253.26664435
1536105600000,2018-09-05,3.9024964,0.05609581,961360.47582109
1536192000000,2018-09-06,5.04175582,0.0637,1271082.10141073
1536278400000,2018-09-07,4.70064868,0.05,1084148.21016277
1536364800000,2018-09-08,3.50986116,0.04113116,716987.41720552
1536451200000,2018-09-09,3.80414792,0.0419604,718029.11552204
1536537600000,2018-09-10,3.85982905,0.05250065,859703.58390032
1536624000000,2018-09-11,3.8777249,0.05263407,920688.22303363
1536710400000,2018-09-12,3.7511281,0.05062123,874414.21857653
1536796800000,2018-09-13,4.78131905,0.05185628,1119120.31826345
1536883200000,2018-09-14,3.40036444,0.05000001,758682.51310263
1536969600000,2018-09-15,3.40946088,0.03816016,719160.99232542
1537056000000,2018-09-16,3.83109871,0.03745458,687084.56618971
1537142400000,2018-09-17,4.49200875,0.04674464,1078158.4631294
1537228800000,2018-09-18,4.20599153,0.0477,1026754.03470504
1537315200000,2018-09-19,3.72568187,0.03936409,934702.79364766
1537401600000,2018-09-20,3.57724643,0.04500778,906903.51492623
1537488000000,2018-09-21,4.33167688,0.04791636,1182144.94132566
1537574400000,2018-09-22,3.31533893,0.03512626,747217.71957142
1537660800000,2018-09-23,2.62117575,0.033166,524678.12773455
1537747200000,2018-09-24,3.31159709,0.03909025,786577.16330781
1537833600000,2018-09-25,5.41635748,0.04060897,1364618.76951546
1537920000000,2018-09-26,4.38151422,0.04308995,1068160.58967297
1538006400000,2018-09-27,3.64167664,0.04563147,905113.23828233
1538092800000,2018-09-28,4.23660938,0.04584262,1076458.89383538
1538179200000,2018-09-29,3.44562768,0.0363485,751791.16698864
1538265600000,2018-09-30,3.07251972,0.03720982,639228.50921705
1538352000000,2018-10-01,3.38579137,0.04819,821602.90505515
1538438400000,2018-10-02,5.11540709,0.04928445,1251407.61260763
1538524800000,2018-10-03,3.25967151,0.04299078,789355.5328114
1538611200000,2018-10-04,3.46529726,0.04065619,842091.4921255
1538697600000,2018-10-05,3.01575064,0.05,737619.43233098
1538784000000,2018-10-06,2.85510907,0.03569323,613043.30936021
1538870400000,2018-10-07,2.27184586,0.01663449,498872.35956841
1538956800000,2018-10-08,3.3409426,0.04366884,828239.71663045
1539043200000,2018-10-09,3.17563876,0.04484777,748599.67594788
1539129600000,2018-10-10,4.24561264,0.04289574,1039330.21985007
1539216000000,2018-10-11,4.03836677,0.04996844,1059295.91027725
1539302400000,2018-10-12,4.59472811,0.04721278,1116711.91023427
1539388800000,2018-10-13,3.33437069,0.03896672,683399.27974751
1539475200000,2018-10-14,3.45883811,0.03808993,661139.61051168
1539561600000,2018-10-15,4.80533463,0.04814663,1281981.58967692
1539648000000,2018-10-16,3.20424213,0.04641448,826156.15739877
1539734400000,2018-10-17,3.42795194,0.04660018,892035.36539817
1539820800000,2018-10-18,3.88294027,0.04535371,983595.36691073
1539907200000,2018-10-19,3.78300355,0.04019489,959687.47268507
1539993600000,2018-10-20,2.95593808,0.03189336,673002.07054664
1540080000000,2018-10-21,2.54012041,0.031,536897.63126468
1540166400000,2018-10-22,3.43021838,0.04220678,875285.39277736
1540252800000,2018-10-23,4.01096468,0.04320674,1016013.4518056
1540339200000,2018-10-24,3.9456403,0.04175091,1002105.83134881
1540425600000,2018-10-25,3.96528963,0.04,1009015.53092729
1540512000000,2018-10-26,3.2611468,0.04444416,824610.3183602
1540598400000,2018-10-27,2.46436076,0.03455092,575706.71127492
1540684800000,2018-10-28,2.37677107,0.03118082,522224.13973154
1540771200000,2018-10-29,2.99773599,0.0386941,808213.60400315
1540857600000,2018-10-30,2.99763348,0.03463412,848848.8665913
1540944000000,2018-10-31,3.22828979,0.03158401,930134.85504362
1541030400000,2018-11-01,3.28258045,0.0349172,924988.49712323
1541116800000,2018-11-02,4.32716314,0.03920134,1265959.17648199
1541203200000,2018-11-03,2.38832136,0.03045401,595654.51159221
1541289600000,2018-11-04,2.64673512,0.03119546,598490.33144209
1541376000000,2018-11-05,2.96602435,0.0392189,878355.48409648
1541462400000,2018-11-06,3.10694724,0.04376564,886483.5081783
1541548800000,2018-11-07,2.98642595,0.04164649,876826.60596672
1541635200000,2018-11-08,2.84080016,0.03930652,788253.86631959
1541721600000,2018-11-09,3.01478222,0.0396,855501.73580236
1541808000000,2018-11-10,2.3256086,0.03208072,586909.19033919
1541894400000,2018-11-11,2.19876574,0.02805005,542754.32953861
1541980800000,2018-11-12,2.87573371,0.033,862334.76338676
1542067200000,2018-11-13,3.18257737,0.04051876,888066.38958309
1542153600000,2018-11-14,3.94483132,0.05006481,1154336.54209105
1542240000000,2018-11-15,6.49026128,0.051,1891249.1572556
1542326400000,2018-11-16,4.04137992,0.04701726,1143702.43348062
1542412800000,2018-11-17,2.59433132,0.03217633,681022.34876937
1542499200000,2018-11-18,2.41491002,0.02770605,578805.63343275
1542585600000,2018-11-19,4.00348541,0.05051607,1072313.55074717
1542672000000,2018-11-20,7.33284057,0.0924341,2114189.92620458
1542758400000,2018-11-21,5.13295054,0.06275152,1308065.7165616
1542844800000,2018-11-22,3.81793702,0.04049272,1015548.34072961
1542931200000,2018-11-23,4.19975807,0.03744778,1155504.6359326
1543017600000,2018-11-24,3.61775051,0.03020572,903981.79197165
1543104000000,2018-11-25,4.4577082,0.044488,1065967.3042534
1543190400000,2018-11-26,5.02346101,0.06191787,1290783.32986588
1543276800000,2018-11-27,4.6751982,0.04664485,1254832.54721804
1543363200000,2018-11-28,5.34130896,0.06200021,1358497.83777076
1543449600000,2018-11-29,4.75834334,0.06595368,1171128.22112955
1543536000000,2018-11-30,7.41294719,0.06547872,1853651.92273533
1543622400000,2018-12-01,5.14892901,0.03667642,1244614.5671999
1543708800000,2018-12-02,4.38268056,0.03058598,975405.00251672
1543795200000,2018-12-03,6.17617205,0.06039465,1485604.07296054
1543881600000,2018-12-04,8.22894463,0.05558579,2222234.72628044
1543968000000,2018-12-05,6.67550399,0.05,1711405.63453318
1544054400000,2018-12-06,5.83690707,0.05774836,1631526.42741733
1544140800000,2018-12-07,5.67791673,0.08670033,1440918.99575019
1544227200000,2018-12-08,3.99531736,0.03802,922826.41891537
1544313600000,2018-12-09,3.13803928,0.02749619,748237.22404996
1544400000000,2018-12-10,4.13961053,0.05294145,1068967.48663695
1544486400000,2018-12-11,4.89223786,0.05940292,1229722.6938142
1544572800000,2018-12-12,4.20705123,0.05426794,1099315.10721768
1544659200000,2018-12-13,4.30704994,0.04673256,1155542.73449249
1544745600000,2018-12-14,4.19952248,0.05460901,1157619.36929273
1544832000000,2018-12-15,3.08770976,0.03049259,811233.98597675
1544918400000,2018-12-16,3.73511388,0.034,845398.20520444
1545004800000,2018-12-17,4.01307219,0.04296069,1198556.17968381
1545091200000,2018-12-18,5.14660326,0.06236081,1369598.62085747
1545177600000,2018-12-19,5.05185955,0.05269571,1526889.18535908
1545264000000,2018-12-20,4.60293213,0.05343012,1321676.72491093
1545350400000,2018-12-21,4.56288663,0.052,1279652.42997919
1545436800000,2018-12-22,3.20621919,0.02758394,804892.47095806
1545523200000,2018-12-23,3.10826524,0.02090493,778816.26397367
1545609600000,2018-12-24,4.04539292,0.03699235,1100933.45494636
1545696000000,2018-12-25,4.04528133,0.02990877,1071566.70796948
1545782400000,2018-12-26,3.97270403,0.02925205,1116917.79248906
1545868800000,2018-12-27,4.19101917,0.02689287,1256660.33320182
1545955200000,2018-12-28,4.09452878,0.03180564,1261524.31643512
1546041600000,2018-12-29,4.2704985,0.03205696,1131007.36406685
1546128000000,2018-12-30,2.6095686,0.0194554,697963.04761289
1546214400000,2018-12-31,3.27280186,0.02776252,849386.99362982
1546300800000,2019-01-01,2.33572127,0.02661074,547904.15348468
1546387200000,2019-01-02,3.62307994,0.03399558,983829.24337309
1546473600000,2019-01-03,3.22649122,0.03800915,938460.46409401
1546560000000,2019-01-04,3.44642775,0.0394344,970593.32287961
1546646400000,2019-01-05,2.86911091,0.02396399,760397.59607456
1546732800000,2019-01-06,2.66806204,0.02469615,689376.53697596
1546819200000,2019-01-07,3.45321615,0.038153,982926.89845
1546905600000,2019-01-08,2.84324047,0.02868135,905159.8199092
1546992000000,2019-01-09,2.95889985,0.02742256,943569.48982448
1547078400000,2019-01-10,3.55534517,0.03536245,1163244.94224285
1547164800000,2019-01-11,3.89454381,0.03614221,1200391.87199114
1547251200000,2019-01-12,2.84417246,0.0257,800247.73891617
1547337600000,2019-01-13,2.69095342,0.01896412,745017.36305293
1547424000000,2019-01-14,2.88451013,0.02638553,941896.4009357
1547510400000,2019-01-15,4.58765023,0.04007193,1386144.75292029
1547596800000,2019-01-16,3.26558355,0.046,997861.10124589
1547683200000,2019-01-17,2.91162283,0.04184252,863494.15868142
1547769600000,2019-01-18,2.90520615,0.04039935,888490.48143274
1547856000000,2019-01-19,2.24813358,0.02654223,634097.31617962
1547942400000,2019-01-20,2.28572182,0.02031617,671913.07095324
1548028800000,2019-01-21,4.92841509,0.03692826,1552707.0304409
1548115200000,2019-01-22,3.94547447,0.04375295,1167505.35186747
1548201600000,2019-01-23,4.00935601,0.04350753,1176136.56777743
1548288000000,2019-01-24,4.80387595,0.0365,1479516.93169865
1548374400000,2019-01-25,6.07330287,0.04247259,1827742.2778736
1548460800000,2019-01-26,3.31398342,0.02594066,954874.6122123
1548547200000,2019-01-27,2.65283299,0.02199779,733545.4612485
1548633600000,2019-01-28,5.32156872,0.05000928,1638601.47463993
1548720000000,2019-01-29,4.79831611,0.03309827,1564327.82464703
1548806400000,2019-01-30,6.96932341,0.03364041,2243034.92443827
1548892800000,2019-01-31,6.15721453,0.032,2178360.92693847
1548979200000,2019-02-01,8.26579406,0.03554576,2803616.82526717
1549065600000,2019-02-02,4.74437537,0.02524283,1527157.49980283
1549152000000,2019-02-03,2.30285178,0.02394847,690931.5274915
1549238400000,2019-02-04,6.26123058,0.02452926,2098395.07897687
1549324800000,2019-02-05,7.81030481,0.03004961,2764238.69761391
1549411200000,2019-02-06,10.49695147,0.02904039,3667970.74705545
1549497600000,2019-02-07,7.43047935,0.02670944,2622008.11068385
1549584000000,2019-02-08,8.75491815,0.03588521,2933921.904086
1549670400000,2019-02-09,5.43788419,0.02765896,1689779.00759786
1549756800000,2019-02-10,2.06224825,0.01572764,617579.42017553
1549843200000,2019-02-11,6.94820353,0.03303219,2192714.07084252
1549929600000,2019-02-12,11.69676646,0.07996862,3175028.77211775
1550016000000,2019-02-13,10.65890131,0.04635205,3757241.39515772
1550102400000,2019-02-14,7.75106256,0.0295,2746527.00960947
1550188800000,2019-02-15,7.25153284,0.04020947,2150819.14249603
1550275200000,2019-02-16,2.16630014,0.0241283,719183.48295385
1550361600000,2019-02-17,2.07781093,0.01699523,680075.82951296
1550448000000,2019-02-18,3.44461347,0.02867748,1185356.94414395
1550534400000,2019-02-19,5.10874929,0.03450152,1778284.1047039
1550620800000,2019-02-20,4.36477422,0.04332191,1371368.41160343
1550707200000,2019-02-21,3.6381635,0.0413612,1082266.32647438
1550793600000,2019-02-22,3.92466214,0.03231108,1374196.90008531
1550880000000,2019-02-23,3.03504192,0.02219385,995785.11428758
1550966400000,2019-02-24,2.97204782,0.02102336,951973.66360652
1551052800000,2019-02-25,4.50629142,0.03464535,1516326.50751509
1551139200000,2019-02-26,4.6954461,0.02939513,1720444.31826806
1551225600000,2019-02-27,4.08267703,0.03447153,1406151.53962213
1551312000000,2019-02-28,4.18573363,0.02929967,1538997.98207065
1551398400000,2019-03-01,3.8675894,0.03115965,1370132.22033359
1551484800000,2019-03-02,4.35634131,0.02326458,1462563.18189547
1551571200000,2019-03-03,4.08824954,0.01483539,1445347.47836291
1551657600000,2019-03-04,5.85076199,0.051,1778930.03266608
1551744000000,2019-03-05,7.58481945,0.07414608,2165974.13706042
1551830400000,2019-03-06,5.1486723,0.08110238,1429966.50008304
1551916800000,2019-03-07,4.65652798,0.07902485,1314915.02804749
1552003200000,2019-03-08,4.60301571,0.0772373,1312402.63267069
1552089600000,2019-03-09,3.41749337,0.07011318,817990.70695517
1552176000000,2019-03-10,3.10817887,0.0689592,661237.08096304
1552262400000,2019-03-11,3.83207614,0.07860483,1128925.8002131
1552348800000,2019-03-12,5.20216566,0.07850348,1485270.31899104
1552435200000,2019-03-13,3.99515819,0.07987228,1141904.10405346
1552521600000,2019-03-14,4.72534667,0.07885034,1416536.07348496
1552608000000,2019-03-15,4.6039586,0.08114551,1366533.17844445
1552694400000,2019-03-16,3.2410372,0.06954179,849488.81527558
1552780800000,2019-03-17,3.03604353,0.06385257,689619.07091008
1552867200000,2019-03-18,6.1047682,0.06741215,1778587.5876155
1552953600000,2019-03-19,4.806502,0.0675118,1463916.31300292
1553040000000,2019-03-20,4.30891674,0.07366825,1313353.51320607
1553126400000,2019-03-21,4.88570854,0.07966099,1468492.53096172
1553212800000,2019-03-22,5.87021925,0.0784216,1751456.22734854
1553299200000,2019-03-23,3.02479727,0.07173148,760518.72888532
1553385600000,2019-03-24,2.8050831,0.06393163,633993.66118432
1553472000000,2019-03-25,4.4435892,0.05446916,1431026.79816849
1553558400000,2019-03-26,3.36812634,0.0334108,1233680.68325045
1553644800000,2019-03-27,3.38634534,0.04355749,1297095.55960882
1553731200000,2019-03-28,3.67496193,0.04028315,1446288.61837899
