start_time,v
1270818000000,0
1270821600000,0
1270825200000,0
1270828800000,0
1270832400000,0
1270836000000,0
1270839600000,0
1270843200000,0
1270846800000,0
1270850400000,0
1270854000000,0
1270857600000,0
1270861200000,0
1270864800000,0
1270868400000,0
1270872000000,0
1270875600000,0
1270879200000,0
1270882800000,0
1270886400000,0
1270890000000,0
1270893600000,0
1270897200000,0
1270900800000,0
1270904400000,0
1270908000000,0
1270911600000,0
1270915200000,0
1270918800000,0
1270922400000,0
1270926000000,0
1270929600000,0
1270933200000,0
1270936800000,0
1270940400000,0
1270944000000,0
1270947600000,0
1270951200000,0
1270954800000,0
1270958400000,0
1270962000000,0
1270965600000,0
1270969200000,0
1270972800000,0
1270976400000,0
1270980000000,0
1270983600000,0
1270987200000,0
1270990800000,0
1270994400000,0
1270998000000,0
1271001600000,0
1271005200000,0
1271008800000,0
1271012400000,0
1271016000000,0
1271019600000,0
1271023200000,0
1271026800000,0
1271030400000,0
1271034000000,0
1271037600000,0
1271041200000,0
1271044800000,0
1271048400000,0
1271052000000,0
1271055600000,0
1271059200000,0
1271062800000,0
1271066400000,0
1271070000000,0
1271073600000,0
1271077200000,0
1271080800000,0
1271084400000,0
1271088000000,0
1271091600000,0
1271095200000,0
1271098800000,0
1271102400000,0
1271106000000,0
1271109600000,0
1271113200000,0
1271116800000,0
1271120400000,0
1271124000000,0
1271127600000,0
1271131200000,0
1271134800000,0
1271138400000,0
1271142000000,0
1271145600000,0
1271149200000,0
1271152800000,0
1271156400000,0
1271160000000,0
1271163600000,0
1271167200000,0
1271170800000,0
1271174400000,0
1271178000000,0
1271181600000,0
1271185200000,0
1271188800000,0
1271192400000,0
1271196000000,0
1271199600000,0
1271203200000,0
1271206800000,0
1271210400000,0
1271214000000,0
1271217600000,0
1271221200000,0
1271224800000,0
1271228400000,0
1271232000000,0
1271235600000,0
1271239200000,0
1271242800000,0
1271246400000,0
1271250000000,0
1271253600000,0
1271257200000,0
1271260800000,0
1271264400000,0
1271268000000,0
1271271600000,0
1271275200000,0
1271278800000,0
1271282400000,0
1271286000000,0
1271289600000,0
1271293200000,0
1271296800000,0
1271300400000,0
1271304000000,0
1271307600000,0
1271311200000,0
1271314800000,0
1271318400000,0
1271322000000,0
1271325600000,0
1271329200000,0
1271332800000,0
1271336400000,0
1271340000000,0
1271343600000,0
1271347200000,0
1271350800000,0
1271354400000,0
1271358000000,0
1271361600000,0
1271365200000,0
1271368800000,0
1271372400000,0
1271376000000,0
1271379600000,0
1271383200000,0
1271386800000,0
1271390400000,0
1271394000000,0
1271397600000,0
1271401200000,0
1271404800000,0
1271408400000,0
1271412000000,0
1271415600000,0
1271419200000,0
1271422800000,0
1271426400000,0
1271430000000,0
1271433600000,0
1271437200000,0
1271440800000,0
1271444400000,0
1271448000000,0
1271451600000,0
1271455200000,0
1271458800000,0
1271462400000,0
1271466000000,0
1271469600000,0
1271473200000,0
1271476800000,0
1271480400000,0
1271484000000,0
1271487600000,0
1271491200000,0
1271494800000,0
1271498400000,0
1271502000000,0
1271505600000,0
1271509200000,0
1271512800000,0
1271516400000,0
1271520000000,0
1271523600000,0
1271527200000,0
1271530800000,0
1271534400000,0
1271538000000,0
1271541600000,0
1271545200000,0
1271548800000,0
1271552400000,0
1271556000000,0
1271559600000,0
1271563200000,0
1271566800000,0
1271570400000,0
1271574000000,0
1271577600000,0
1271581200000,0
1271584800000,0
1271588400000,0
1271592000000,0
1271595600000,0
1271599200000,0
1271602800000,0
1271606400000,0
1271610000000,0
1271613600000,0
1271617200000,0
1271620800000,0
1271624400000,0
1271628000000,0
1271631600000,0
1271635200000,0
1271638800000,0
1271642400000,0
1271646000000,0
1271649600000,0
1271653200000,0
1271656800000,0
1271660400000,0
1271664000000,0
1271667600000,0
1271671200000,0
1271674800000,0
1271678400000,0
1271682000000,0
1271685600000,0
1271689200000,0
1271692800000,0
1271696400000,0
1271700000000,0
1271703600000,0
1271707200000,0
1271710800000,0
1271714400000,0
1271718000000,0
1271721600000,0
1271725200000,0
1271728800000,0
1271732400000,0
1271736000000,0
1271739600000,0
1271743200000,0
1271746800000,0
1271750400000,0
1271754000000,0
1271757600000,0
1271761200000,0
1271764800000,0
1271768400000,0
1271772000000,0
1271775600000,0
1271779200000,0
1271782800000,0
1271786400000,0
1271790000000,0
1271793600000,0
1271797200000,0
1271800800000,0
1271804400000,0
1271808000000,0
1271811600000,0
1271815200000,0
1271818800000,0
1271822400000,0
1271826000000,0
1271829600000,0
1271833200000,0
1271836800000,0
1271840400000,0
1271844000000,0
1271847600000,0
1271851200000,0
1271854800000,0
1271858400000,0
1271862000000,0
1271865600000,0
1271869200000,0
1271872800000,0
1271876400000,0
1271880000000,0
1271883600000,0
1271887200000,0
1271890800000,0
1271894400000,0
1271898000000,0
1271901600000,0
1271905200000,0
1271908800000,0
1271912400000,0
1271916000000,0
1271919600000,0
1271923200000,0
1271926800000,0
1271930400000,0
1271934000000,0
1271937600000,0
1271941200000,0
1271944800000,0
1271948400000,0
1271952000000,0
1271955600000,0
1271959200000,0
1271962800000,0
1271966400000,0
1271970000000,0
1271973600000,0
1271977200000,0
1271980800000,0
1271984400000,0
1271988000000,0
1271991600000,0
1271995200000,0
1271998800000,0
1272002400000,0
1272006000000,0
1272009600000,0
1272013200000,0
1272016800000,0
1272020400000,0
1272024000000,0
1272027600000,0
1272031200000,0
1272034800000,0
1272038400000,0
1272042000000,0
1272045600000,0
1272049200000,0
1272052800000,0
1272056400000,0
1272060000000,0
1272063600000,0
1272067200000,0
1272070800000,0
1272074400000,0
1272078000000,0
1272081600000,0
1272085200000,0
1272088800000,0
1272092400000,0
1272096000000,0
1272099600000,0
1272103200000,0
1272106800000,0
1272110400000,0
1272114000000,0
1272117600000,0
1272121200000,0
1272124800000,0
1272128400000,0
1272132000000,0
1272135600000,0
1272139200000,0
1272142800000,0
1272146400000,0
1272150000000,0
1272153600000,0
1272157200000,0
1272160800000,0
1272164400000,0
1272168000000,0
1272171600000,0
1272175200000,0
1272178800000,0
1272182400000,0
1272186000000,0
1272189600000,0
1272193200000,0
1272196800000,0
1272200400000,0
1272204000000,0
1272207600000,0
1272211200000,0
1272214800000,0
1272218400000,0
1272222000000,0
1272225600000,0
1272229200000,0
1272232800000,0
1272236400000,0
1272240000000,0
1272243600000,0
1272247200000,0
1272250800000,0
1272254400000,0
1272258000000,0
1272261600000,0
1272265200000,0
1272268800000,0
1272272400000,0
1272276000000,0
1272279600000,0
1272283200000,0
1272286800000,0
1272290400000,0
1272294000000,0
1272297600000,0
1272301200000,0
1272304800000,0
1272308400000,0
1272312000000,0
1272315600000,0
1272319200000,0
1272322800000,0
1272326400000,0
1272330000000,0
1272333600000,0
1272337200000,0
1272340800000,0
1272344400000,0
1272348000000,0
1272351600000,0
1272355200000,0
1272358800000,0
1272362400000,0
1272366000000,0
1272369600000,0
1272373200000,0
1272376800000,0
1272380400000,0
1272384000000,0
1272387600000,0
1272391200000,0
1272394800000,0
1272398400000,0
1272402000000,0
1272405600000,0
1272409200000,0
1272412800000,0
1272416400000,0
1272420000000,0
1272423600000,0
1272427200000,0
1272430800000,0
1272434400000,0
1272438000000,0
1272441600000,0
1272445200000,0
1272448800000,0
1272452400000,0
1272456000000,0
1272459600000,0
1272463200000,0
1272466800000,0
1272470400000,0
1272474000000,0
1272477600000,0
1272481200000,0
1272484800000,0
1272488400000,0
1272492000000,0
1272495600000,0
1272499200000,0
1272502800000,0
1272506400000,0
1272510000000,0
1272513600000,0
1272517200000,0
1272520800000,0
1272524400000,0
1272528000000,0
1272531600000,0
1272535200000,0
1272538800000,0
1272542400000,0
1272546000000,0
1272549600000,0
1272553200000,0
1272556800000,0
1272560400000,0
1272564000000,0
1272567600000,0
1272571200000,0
1272574800000,0
1272578400000,0
1272582000000,0
1272585600000,0
1272589200000,0
1272592800000,0
1272596400000,0
1272600000000,0
1272603600000,0
1272607200000,0
1272610800000,0
1272614400000,0
1272618000000,0
1272621600000,0
1272625200000,0
1272628800000,0
1272632400000,0
1272636000000,0
1272639600000,0
1272643200000,0
1272646800000,0
1272650400000,0
1272654000000,0
1272657600000,0
1272661200000,0
1272664800000,0
1272668400000,0
1272672000000,0
1272675600000,0
1272679200000,0
1272682800000,0
1272686400000,0
1272690000000,0
1272693600000,0
1272697200000,0
1272700800000,0
1272704400000,0
1272708000000,0
1272711600000,0
1272715200000,0
1272718800000,0
1272722400000,0
1272726000000,0
1272729600000,0
1272733200000,0
1272736800000,0
1272740400000,0
1272744000000,0
1272747600000,0
1272751200000,0
1272754800000,0
1272758400000,0
1272762000000,0
1272765600000,0
1272769200000,0
1272772800000,0
1272776400000,0
1272780000000,0
1272783600000,0
1272787200000,0
1272790800000,0
1272794400000,0
1272798000000,0
1272801600000,0
1272805200000,0
1272808800000,0
1272812400000,0
1272816000000,0
1272819600000,0
1272823200000,0
1272826800000,0
1272830400000,0
1272834000000,0
1272837600000,0
1272841200000,0
1272844800000,0
1272848400000,0
1272852000000,0
1272855600000,0
1272859200000,0
1272862800000,0
1272866400000,0
1272870000000,0
1272873600000,0
1272877200000,0
1272880800000,0
1272884400000,0
1272888000000,0
1272891600000,0
1272895200000,0
1272898800000,0
1272902400000,0
1272906000000,0
1272909600000,0
1272913200000,0
1272916800000,0
1272920400000,0
1272924000000,0
1272927600000,0
1272931200000,0
1272934800000,0
1272938400000,0
1272942000000,0
1272945600000,0
1272949200000,0
1272952800000,0
1272956400000,0
1272960000000,0
1272963600000,0
1272967200000,0
1272970800000,0
1272974400000,0
1272978000000,0
1272981600000,0
1272985200000,0
1272988800000,0
1272992400000,0
1272996000000,0
1272999600000,0
1273003200000,0
1273006800000,0
1273010400000,0
1273014000000,0
1273017600000,0
1273021200000,0
1273024800000,0
1273028400000,0
1273032000000,0
1273035600000,0
1273039200000,0
1273042800000,0
1273046400000,0
1273050000000,0
1273053600000,0
1273057200000,0
1273060800000,0
1273064400000,0
1273068000000,0
1273071600000,0
1273075200000,0
1273078800000,0
1273082400000,0
1273086000000,0
1273089600000,0
1273093200000,0
1273096800000,0
1273100400000,0
1273104000000,0
1273107600000,0
1273111200000,0
1273114800000,0
1273118400000,0
1273122000000,0
1273125600000,0
1273129200000,0
1273132800000,0
1273136400000,0
1273140000000,0
1273143600000,0
1273147200000,0
1273150800000,0
1273154400000,0
1273158000000,0
1273161600000,0
1273165200000,0
1273168800000,0
1273172400000,0
1273176000000,0
1273179600000,0
1273183200000,0
1273186800000,0
1273190400000,0
1273194000000,0
1273197600000,0
1273201200000,0
1273204800000,0
1273208400000,0
1273212000000,0
1273215600000,0
1273219200000,0
1273222800000,0
1273226400000,0
1273230000000,0
1273233600000,0
1273237200000,0
1273240800000,0
1273244400000,0
1273248000000,0
1273251600000,0
1273255200000,0
1273258800000,0
1273262400000,0
1273266000000,0
1273269600000,0
1273273200000,0
1273276800000,0
1273280400000,0
1273284000000,0
1273287600000,0
1273291200000,0
1273294800000,0
1273298400000,0
1273302000000,0
1273305600000,0
1273309200000,0
1273312800000,0
1273316400000,0
1273320000000,0
1273323600000,0
1273327200000,0
1273330800000,0
1273334400000,0
1273338000000,0
1273341600000,0
1273345200000,0
1273348800000,0
1273352400000,0
1273356000000,0
1273359600000,0
1273363200000,0
1273366800000,0
1273370400000,0
1273374000000,0
1273377600000,0
1273381200000,0
1273384800000,0
1273388400000,0
1273392000000,0
1273395600000,0
1273399200000,0
1273402800000,0
1273406400000,0
1273410000000,0
1273413600000,0
1273417200000,0
1273420800000,0
1273424400000,0
1273428000000,0
1273431600000,0
1273435200000,0
1273438800000,0
1273442400000,0
1273446000000,0
1273449600000,0
1273453200000,0
1273456800000,0
1273460400000,0
1273464000000,0
1273467600000,0
1273471200000,0
1273474800000,0
1273478400000,0
1273482000000,0
1273485600000,0
1273489200000,0
1273492800000,0
1273496400000,0
1273500000000,0
1273503600000,0
1273507200000,0
1273510800000,0
1273514400000,0
1273518000000,0
1273521600000,0
1273525200000,0
1273528800000,0
1273532400000,0
1273536000000,0
1273539600000,0
1273543200000,0
1273546800000,0
1273550400000,0
1273554000000,0
1273557600000,0
1273561200000,0
1273564800000,0
1273568400000,0
1273572000000,0
1273575600000,0
1273579200000,0
1273582800000,0
1273586400000,0
1273590000000,0
1273593600000,0
1273597200000,0
1273600800000,0
1273604400000,0
1273608000000,0
1273611600000,0
1273615200000,0
1273618800000,
1273622400000,0
1273626000000,0
1273629600000,0
1273633200000,0
1273636800000,0
1273640400000,0
1273644000000,0
1273647600000,0
1273651200000,0
1273654800000,0
1273658400000,0
1273662000000,0
1273665600000,0
1273669200000,0
1273672800000,0
1273676400000,0
1273680000000,0
1273683600000,0
1273687200000,0
1273690800000,0
1273694400000,0
1273698000000,0
1273701600000,0
1273705200000,0
1273708800000,0
1273712400000,0
1273716000000,0
1273719600000,0
1273723200000,0
1273726800000,0
1273730400000,0
1273734000000,0
1273737600000,0
1273741200000,0
1273744800000,0
1273748400000,0
1273752000000,0
1273755600000,0
1273759200000,0
1273762800000,0
1273766400000,0
1273770000000,0
1273773600000,0
1273777200000,0
1273780800000,0
1273784400000,0
1273788000000,0
1273791600000,0
1273795200000,0
1273798800000,0
1273802400000,0
1273806000000,0
1273809600000,0
1273813200000,0
1273816800000,0
1273820400000,0
1273824000000,0
1273827600000,0
1273831200000,0
1273834800000,0
1273838400000,0
1273842000000,0
1273845600000,0
1273849200000,0
1273852800000,0
1273856400000,0
1273860000000,0.018810798688009868
1273863600000,0
1273867200000,0
1273870800000,0
1273874400000,0
1273878000000,0
1273881600000,0
1273885200000,
1273888800000,0
1273892400000,0
1273896000000,0
1273899600000,0.05015197568389058
1273903200000,0
1273906800000,0
1273910400000,0
1273914000000,0
1273917600000,0
1273921200000,0
