start_time,date_x,price_usd_adj_close,price_usd_close,price_usd_high,price_usd_low,price_usd_open,date_y,volume,returns,log_returns,volatility,active_addresses,address_growth,network_velocity,hash_rate,hash_rate_growth
1433462400000,2015-06-05,0.286716127139,29.2,29.25,29.2,29.25,2015-06-05,875,0.0,0.0,0.09998532430569379,1444492.09170958,0.1664790230875588,22.07743318,3.267641917216736e+17,-0.024723403762354823
1433721600000,2015-06-08,0.287207079411,29.25,29.5,29.0,29.5,2015-06-08,1866,0.001712328767123239,0.0017108644036296639,0.08339082833872836,1125724.87868464,-0.22067771423218652,22.1120317,3.760048135059858e+17,0.1506916089087682
1433808000000,2015-06-09,0.284752318049,29.0,29.15,28.5,29.15,2015-06-09,737,-0.008547008547008517,-0.008583743691391366,0.08287112587713244,1276265.33589124,0.13372757416758874,22.16840451,3.5288996550262266e+17,-0.061474872589616925
1433894400000,2015-06-10,0.287207079411,29.25,29.5,29.1,29.1,2015-06-10,796,0.008620689655172376,0.008583743691391366,0.083034182578021,1311660.14684613,0.02773311313840021,22.21216741,3.996677001965351e+17,0.13255614856400566
1433980800000,2015-06-11,0.286225174866,29.15,29.25,29.01,29.25,2015-06-11,1329,-0.0034188034188035177,-0.003424660881364172,0.08314340407217782,1267559.58421704,-0.03362194295155585,22.25878836,3.2409091484363686e+17,-0.18909905733121202
1434067200000,2015-06-12,0.284163175322,28.94,29.01,28.91,29.01,2015-06-12,1838,-0.00720411663807885,-0.007230191593163404,0.08198586768543059,1363024.23232874,0.07531373617490922,22.27149559,3.325869132344718e+17,0.02621486132967954
1434326400000,2015-06-15,0.284752318049,29.0,29.1,28.95,29.1,2015-06-15,1156,0.0020732550103661485,0.0020711087831362107,0.07539425126437899,1484681.47796614,0.08925537987651722,22.40816346,3.4673849330568915e+17,0.04255002078581649
1434412800000,2015-06-16,0.284752318049,29.0,29.1,28.5,29.045,2015-06-16,4750,0.0,0.0,0.03857310522202045,1879381.97802567,0.26584860518380604,22.48355993,2.9276363951532666e+17,-0.1556644411636684
1434499200000,2015-06-17,0.284752318049,29.0,30.0,29.0,29.1,2015-06-17,21115,0.0,0.0,0.03549601070005191,1892711.99324701,0.00709276526922098,22.57632116,3.867232451685312e+17,0.320940147515435
1434585600000,2015-06-18,0.284752318049,29.0,29.15,28.85,29.15,2015-06-18,1713,0.0,0.0,0.02923404604937165,1466829.01722773,-0.22501203433950012,22.63584928,3.9207987922109126e+17,0.013851337149970666
1434672000000,2015-06-19,0.281021080778,28.62,29.0,28.6,29.0,2015-06-19,1772,-0.013103448275862073,-0.013190055858169458,0.028928356614024115,1859063.65546469,0.2674031080856809,22.70875167,3.582669447123643e+17,-0.08623991258082409
1434931200000,2015-06-22,0.280333747596,28.55,28.9,28.55,28.9,2015-06-22,2325,-0.002445842068483639,-0.0024488380262854825,0.02893128039672297,1112636.80818952,-0.40150687959557463,22.80799617,3.7707110462971405e+17,0.052486449545175784
1435017600000,2015-06-23,0.274933272599,28.0,28.6,28.0,28.6,2015-06-23,2376,-0.019264448336252182,-0.019452425926815398,0.02902769713340668,1155677.86445754,0.03868383281158594,22.83953448,3.4746786826398886e+17,-0.07850836620004531
1435104000000,2015-06-24,0.279842795324,28.5,28.99,28.32,28.99,2015-06-24,1965,0.017857142857142794,0.017699577099401065,0.027971685898660056,1147894.27080249,-0.006735089331059818,22.85254052,3.827101990148703e+17,0.10142615755223172
1435190400000,2015-06-25,0.279842795324,28.5,28.5,28.5,28.5,2015-06-25,165,0.0,0.0,0.02002135485970035,951025.27331346,-0.17150446909313288,22.87812781,3.7505700248195034e+17,-0.019997367597257454
1435276800000,2015-06-26,0.284752318049,29.0,29.0,29.0,29.0,2015-06-26,3019,0.01754385964912286,0.017391742711869274,0.020721170919466635,1519453.49053893,0.5977004325500346,22.94254658,3.823302527154339e+17,0.019392386184907018
1435536000000,2015-06-29,0.285636032139,29.09,29.95,29.0,29.95,2015-06-29,22701,0.003103448275862064,0.0030986425206362966,0.014041481011034907,1330997.09747369,-0.12402906323799157,23.08337854,3.4399737574904845e+17,-0.10026116608385782
1435622400000,2015-06-30,0.295749648953,30.12,30.5,29.4,29.5,2015-06-30,2396,0.03540735647989002,0.03479493042458248,0.011860850367553393,1666623.60002074,0.2521617088302359,23.14617482,3.5898935357970886e+17,0.04358166337175007
1435708800000,2015-07-01,0.298008029406,30.35,30.5,29.31,30.01,2015-07-01,3468,0.0076361221779548405,0.007607114573814577,0.011816604118600785,1304002.46519544,-0.21757830311582493,23.16972982,3.2812473734065274e+17,-0.08597641108652831
1435795200000,2015-07-02,0.298008029406,30.35,30.4,30.35,30.35,2015-07-02,2258,0.0,0.0,0.011777302227125204,1342825.49059166,0.02977220245546186,23.19156207,3.7881825158379424e+17,0.1544946432688874
1436140800000,2015-07-06,0.299480886224,30.5,30.6,30.1,30.6,2015-07-06,4836,0.0049423393739702615,0.004930166107858458,0.011785009868944894,1510698.32559107,0.12501463233725474,23.37886023,4.4468281883642176e+17,0.17386851604233833
1436227200000,2015-07-07,0.299480886224,30.5,30.6,29.41,30.6,2015-07-07,6217,0.0,0.0,0.011795303664227806,1248667.95388023,-0.17344983261851377,23.4281052,3.283496570907003e+17,-0.26160930177182096
1436313600000,2015-07-08,0.300462790768,30.6,30.6,30.5,30.6,2015-07-08,7372,0.003278688524590123,0.003273325344969269,0.01152359824243917,1274676.82290422,0.02082929168092096,23.48486936,3.955374359848347e+17,0.20462265588897832
1436400000000,2015-07-09,0.298989933951,30.45,32.0,30.45,30.6,2015-07-09,6067,-0.004901960784313819,-0.004914014802429367,0.011557756346494507,1324230.34796364,0.03887536367572553,23.53936955,3.268807857971611e+17,-0.17357813430915292
1436486400000,2015-07-10,0.300462790768,30.6,30.75,30.51,30.6,2015-07-10,27256,0.0049261083743843415,0.004914014802429367,0.011499462162863468,1842401.52774275,0.39129988266462656,23.6255793,3.8091587893571315e+17,0.165305198366974
1436745600000,2015-07-13,0.297811648497,30.33,30.6,30.33,30.6,2015-07-13,5740,-0.008823529411764786,-0.008862687257845447,0.011576772914216098,1374293.23669711,-0.25407506669794766,23.78533336,3.750890245275045e+17,-0.015296958542366346
1436832000000,2015-07-14,0.299480886224,30.5,30.6,30.45,30.6,2015-07-14,9471,0.0056050115397296985,0.0055893619128761785,0.011598258746011308,1297494.15916548,-0.055882598764878,23.83476781,3.6838603040855354e+17,-0.017870408571390883
1436918400000,2015-07-15,0.299480886224,30.5,30.6,30.48,30.51,2015-07-15,14385,0.0,0.0,0.011598258746011308,1275001.69611876,-0.017335309671980825,23.87773438,3.830873193714657e+17,0.03990729221357259
1437004800000,2015-07-16,0.299480886224,30.5,30.5,29.41,30.48,2015-07-16,5269,0.0,0.0,0.011598258746011308,1408030.25805183,0.10433598820928891,23.928447,3.41580762565295e+17,-0.10834750905947732
1437091200000,2015-07-17,0.298989933951,30.45,30.5,30.45,30.5,2015-07-17,3139,-0.0016393442622950616,-0.0016406894574600983,0.011623277404820035,1192523.21992371,-0.15305568676222814,23.97375665,3.762274621373629e+17,0.101430476681031
1437350400000,2015-07-20,0.295651458498,30.11,30.2999,30.1,30.1,2015-07-20,3331,-0.011165845648604233,-0.011228651662263278,0.011493676651204729,1017135.40134784,-0.1470728750984741,24.06284582,3.967851587054484e+17,0.05464166930105652
1437436800000,2015-07-21,0.298498981679,30.4,30.6,30.4,30.6,2015-07-21,6248,0.009631351710395197,0.00958526591853337,0.011531655576000822,1068917.57105595,0.05090980968658809,24.10079653,3.226758782587688e+17,-0.1867743256538844
1437523200000,2015-07-22,0.299480886224,30.5,30.5,30.16,30.4,2015-07-22,3548,0.00328947368421062,0.0032840752011900065,0.010250077564738495,1062931.86979559,-0.005599778151693102,24.1416344,3.898629459953791e+17,0.20821843919405048
1437609600000,2015-07-23,0.299480886224,30.5,30.6,30.5,30.6,2015-07-23,992,0.0,0.0,0.009776987620859738,1144223.09458962,0.07647830223555419,24.18663389,3.54093956257938e+17,-0.0917476002909624
1437696000000,2015-07-24,0.299971838496,30.55,30.6,30.2,30.6,2015-07-24,1436,0.0016393442622950616,0.0016380020042383592,0.00975345881304297,1233250.71992339,0.07780617761932196,24.22823936,4.313810891690109e+17,0.21826730319783683
1437955200000,2015-07-27,0.299480886224,30.5,30.6,30.5,30.6,2015-07-27,5065,-0.0016366612111292644,-0.0016380020042383592,0.00923134256872215,1019662.28472386,-0.1731914133508864,24.30201133,3.8824555628596704e+17,-0.09999402840337246
1438041600000,2015-07-28,0.299971838496,30.55,30.55,30.47,30.55,2015-07-28,3871,0.0016393442622950616,0.0016380020042383592,0.009232649654748494,1222312.79994698,0.19874277813266472,24.34737254,3.5415806578163955e+17,-0.08779879113212552
1438128000000,2015-07-29,0.298989933951,30.45,30.6,30.4,30.55,2015-07-29,6834,-0.00327332242225864,-0.0032786914616984575,0.005101887595461127,1121062.87126056,-0.08283471194183034,24.38448626,3.943555724200921e+17,0.11350159864278453
1438214400000,2015-07-30,0.299480886224,30.5,30.5,30.5,30.5,2015-07-30,306,0.0016420361247948545,0.0016406894574600983,0.00483314777448181,1042421.38149004,-0.07014904497023688,24.42251377,3.512269294766301e+17,-0.10936486247370358
1438300800000,2015-07-31,0.296044220316,30.15,30.15,30.15,30.15,2015-07-31,203,-0.011475409836065653,-0.011541760440171522,0.005500436001801445,1032758.20835002,-0.009269929907047225,24.45794714,3.926640228145499e+17,0.11797812143751618
1438560000000,2015-08-03,0.295553268044,30.1,30.5,30.1,30.5,2015-08-03,1288,-0.0016583747927030323,-0.0016597514183644968,0.0053646647297035345,1035313.01036461,0.002473765876595424,24.52227434,4.1735859901893286e+17,0.06288983652583302
1438646400000,2015-08-04,0.294571363499,30.0,30.1,30.0,30.1,2015-08-04,608,-0.0033222591362126463,-0.0033277900926744763,0.005394954151874771,1186935.55150663,0.1464509183446101,24.56903187,3.4592938924134285e+17,-0.17114589215484144
1438732800000,2015-08-05,0.288778126683,29.41,30.0,29.41,30.0,2015-08-05,892,-0.01966666666666661,-0.019862629096251805,0.006749007952271156,1248556.95199382,0.05191638283053468,24.60714241,3.4451575405318234e+17,-0.004086484791768541
1438819200000,2015-08-06,0.297517077134,30.3,30.3,30.2999,30.3,2015-08-06,1262,0.030261815708942486,0.029812959949419682,0.009822546798118552,1161207.09964292,-0.0699606471386115,24.64975358,3.726547529985172e+17,0.08167695849691414
1438905600000,2015-08-07,0.293687649408,29.91,30.4,29.41,30.4,2015-08-07,1282,-0.012871287128712883,-0.012954839873466462,0.01013478981734016,1131822.96613394,-0.025304817304351523,24.692648,3.701519122484169e+17,-0.00671624534495141
1439164800000,2015-08-10,0.293687649408,29.91,29.91,29.91,29.91,2015-08-10,100,0.0,0.0,0.009971207705802754,1248562.05403442,0.10314253323488853,24.85808375,4.375191231201736e+17,0.18199881897826065
1439251200000,2015-08-11,0.298989933951,30.45,30.49,29.275,29.275,2015-08-11,790,0.01805416248746239,0.017893121514048982,0.01074108473496616,1185909.00416973,-0.050180164984385156,24.89541917,4.349002424739351e+17,-0.005985751268566042
1439337600000,2015-08-12,0.289760031228,29.51,30.49,29.51,30.49,2015-08-12,983,-0.030870279146141155,-0.03135680520105755,0.012764402835728945,1364187.17584128,0.15033039722669517,24.93308265,3.250550686280008e+17,-0.2525755635846023
1439424000000,2015-08-13,0.298498981679,30.4,30.5,30.05,30.45,2015-08-13,1141,0.03015926804473046,0.02971341945732764,0.014608105552246543,1473322.2123501,0.08000004577195763,24.97968445,3.8379779969452416e+17,0.1807162439105039
1439510400000,2015-08-14,0.294571363499,30.0,30.4,30.0,30.0,2015-08-14,1038,-0.013157894736842035,-0.013245226750020489,0.014897708598774815,1393183.76104885,-0.054393024573641036,25.01828061,3.7049131029434336e+17,-0.03467057239716287
1439769600000,2015-08-17,0.289661840774,29.5,30.0,29.5,29.86,2015-08-17,883,-0.01666666666666672,-0.016807118316381153,0.015150908803243409,1531023.41447352,0.0989386018402183,25.12025264,3.8456966272052806e+17,0.037999143394213286
1439856000000,2015-08-18,0.288679936229,29.4,29.5,29.35,29.5,2015-08-18,1629,-0.003389830508474634,-0.003395589001138344,0.014952373180809367,1834481.14031516,0.19820580336845572,25.17097007,3.704916131807432e+17,-0.0366072805644464
1439942400000,2015-08-19,0.288679936229,29.4,29.7,29.0,29.0,2015-08-19,5870,0.0,0.0,0.014914205581225243,1668100.19389037,-0.09069646057860592,25.23616732,4.1276146526144e+17,0.11409125220892813
1440028800000,2015-08-20,0.284752318049,29.0,29.7,29.0,29.7,2015-08-20,2623,-0.013605442176870652,-0.013698844358161821,0.015139743472150998,1610294.40955466,-0.034653664418618835,25.30176042,3.896527716005979e+17,-0.05598558878602011
1440115200000,2015-08-21,0.265114227149,27.0,29.0,25.3,29.0,2015-08-21,2975,-0.06896551724137934,-0.07145896398214502,0.021174743430118926,1438937.6605751,-0.10641330427704221,25.34209032,4.3566809890767194e+17,0.1180931605286788
1440374400000,2015-08-24,0.235657090799,24.0,27.0,21.22,27.0,2015-08-24,3508,-0.11111111111111116,-0.11778303565638337,0.031591307829580244,2040887.55924103,0.41832937948496585,25.32843894,4.170627584049952e+17,-0.04270530835129982
1440460800000,2015-08-25,0.235657090799,24.0,25.5,24.0,25.0,2015-08-25,2030,0.0,0.0,0.031557766184764864,2087307.39652463,0.022744926379414387,25.40345437,3.686888222330052e+17,-0.1159871870530712
1440547200000,2015-08-26,0.227016330803,23.12,24.5,23.12,24.0,2015-08-26,1137,-0.036666666666666625,-0.03735578654376903,0.03198039246500032,1598640.08233333,-0.23411372709402156,25.38173985,4.3456694823315635e+17,0.1786821894983226
1440633600000,2015-08-27,0.233104138982,23.74,23.75,23.55,23.75,2015-08-27,1594,0.026816608996539593,0.02646334537734507,0.03307072390358069,1517939.30173592,-0.05048089403564904,25.3808115,3.677282420238073e+17,-0.15380531464967362
1440720000000,2015-08-28,0.245377945794,24.99,25.0,23.75,23.75,2015-08-28,1896,0.05265374894692498,0.05131435566533904,0.03608617672436616,1692870.70956622,0.11524268963208728,25.44030969,4.1455392630927686e+17,0.12733774275199128
1440979200000,2015-08-31,0.255295181699,26.0,26.0,26.0,26.0,2015-08-31,1661,0.040416166466586745,0.039620793174621305,0.037708269179630084,1285278.02631433,-0.24077011962498374,25.51265848,4.2581711958197274e+17,0.027169428530012363
1441065600000,2015-09-01,0.255295181699,26.0,27.0,26.0,26.25,2015-09-01,1941,0.0,0.0,0.03773076340089246,1446339.35933634,0.1253124458089978,25.55732068,4.201057061776709e+17,-0.013412831804199832
1441152000000,2015-09-02,0.270023749874,27.5,27.5,26.0,26.0,2015-09-02,624,0.05769230769230771,0.05608946665104364,0.04018766129128061,1416760.40373926,-0.020450909674927575,25.60860955,4.318377629825324e+17,0.027926440018169574
1441238400000,2015-09-03,0.282297556686,28.75,28.95,28.0,28.0,2015-09-03,1818,0.045454545454545414,0.04445176257083361,0.040976614138727975,1240778.4571728,-0.12421433158492445,25.65245123,3.8697049722497216e+17,-0.103898430391265
1441324800000,2015-09-04,0.284261365776,28.95,28.95,28.75,28.75,2015-09-04,528,0.006956521739130306,0.0069324367756449234,0.04093456663807045,1122307.63630026,-0.09548104271771785,25.6918466,4.3362599510769e+17,0.12056603337280736
1441670400000,2015-09-08,0.293589458954,29.9,30.0,29.0,29.0,2015-09-08,11040,0.032815198618307395,0.032288276377636205,0.0416207127668176,1402355.72524582,0.24952881000502836,25.84885431,3.8321812873632205e+17,-0.11624733512309215
1441756800000,2015-09-09,0.289661840774,29.5,29.5,29.5,29.5,2015-09-09,751,-0.013377926421404673,-0.013468217050866205,0.04152940537925788,1318942.48972444,-0.059480796505293476,25.89746275,4.253860488560528e+17,0.1100363395092534
1441843200000,2015-09-10,0.293589458954,29.9,29.9,29.9,29.9,2015-09-10,587,0.013559322033898313,0.013468217050866205,0.04101815054481686,1384254.81261104,0.04951870410987014,25.9521068,4.7853325543656166e+17,0.12493876262146397
1441929600000,2015-09-11,0.294571363499,30.0,30.0,29.9,29.9,2015-09-11,3429,0.0033444816053511683,0.0033389012655149486,0.04046588067355119,1225216.28666882,-0.11489107676803711,25.99850217,4.468150454270919e+17,-0.06628214371545305
1442188800000,2015-09-14,0.289661840774,29.5,29.5,29.5,29.5,2015-09-14,170,-0.01666666666666672,-0.016807118316381153,0.04053410887202111,1271002.36453356,0.037369792062775575,26.09996416,4.3196463889177165e+17,-0.03323613805601677
1442275200000,2015-09-15,0.294473173044,29.99,29.99,29.99,29.99,2015-09-15,298,0.016610169491525273,0.016473729415143357,0.04049852745045479,1324808.24684986,0.04233342424665443,26.15208132,4.5326213006245555e+17,0.049303783812776336
1442361600000,2015-09-16,0.284752318049,29.0,29.0,29.0,29.0,2015-09-16,515,-0.03301100366788923,-0.03356816277444352,0.04122673103698156,1444153.35135686,0.0900848140029169,26.21592427,4.118029246248508e+17,-0.09146849623614495
1442448000000,2015-09-17,0.279842795324,28.5,28.8,27.2,28.8,2015-09-17,1314,-0.017241379310344862,-0.017391742711869274,0.0414097947981005,1309950.11067816,-0.09292866339479022,26.26547549,3.9975191596540896e+17,-0.029264019118903084
1442534400000,2015-09-18,0.289661840774,29.5,29.5,29.4,29.4,2015-09-18,1487,0.03508771929824572,0.03448617607116944,0.04203876703302696,1290514.43775994,-0.014836956583146654,26.30011793,4.412015072345821e+17,0.10368828669419017
1442793600000,2015-09-21,0.284752318049,29.0,29.5,29.0,29.5,2015-09-21,850,-0.016949152542372836,-0.017094433359300165,0.03892968336648336,1623046.88548079,0.25767433357665936,26.37707481,3.9180646752261536e+17,-0.11195573655577729
1442880000000,2015-09-22,0.289661840774,29.5,29.5,29.5,29.5,2015-09-22,241,0.01724137931034475,0.017094433359300165,0.027922832501303067,1505376.54905111,-0.07249965326468244,26.43605857,4.590982525329025e+17,0.1717475095185943
1442966400000,2015-09-23,0.284752318049,29.0,29.4,28.75,29.4,2015-09-23,1715,-0.016949152542372836,-0.017094433359300165,0.0285167312550557,1271161.38661954,-0.15558576528856105,26.46241208,4.711866608307132e+17,0.026330765214455543
1443052800000,2015-09-24,0.279842795324,28.5,28.5,28.5,28.5,2015-09-24,1159,-0.017241379310344862,-0.017391742711869274,0.02714544012807848,1215339.38380385,-0.043914174394598327,26.47677498,4.0862271398827456e+17,-0.13277953737513903
1443139200000,2015-09-25,0.274933272599,28.0,28.0,28.0,28.0,2015-09-25,121,-0.01754385964912286,-0.017699577099401065,0.027581885592470712,1373513.43558706,0.13014805073472258,26.51703893,4.834395555865145e+17,0.18309516098115575
1443398400000,2015-09-28,0.284752318049,29.0,30.0,28.5,28.5,2015-09-28,2874,0.03571428571428581,0.03509131981127034,0.02639377307312665,1495367.32585883,0.08871692632528783,26.61612997,4.219066083819186e+17,-0.1272815732464081
1443484800000,2015-09-29,0.287207079411,29.25,29.99,29.25,29.99,2015-09-29,2913,0.008620689655172376,0.008583743691391366,0.025258687238029143,1703882.25344776,0.1394406069887706,26.67660736,5.143693205970055e+17,0.21915445356425356
1443571200000,2015-09-30,0.275031463053,28.01,29.99,28.01,29.99,2015-09-30,1840,-0.042393162393162376,-0.04331798440584844,0.027487330044004478,1424255.31671063,-0.1641116551166093,26.72175986,4.353029277030096e+17,-0.15371521925574227
1443657600000,2015-10-01,0.272085749418,27.71,27.75,27.5,27.75,2015-10-01,1248,-0.010710460549803624,-0.01076823039712993,0.0245666495463547,1590548.51700912,0.11675799861681413,26.77585626,4.456802520352448e+17,0.023839316650117404
1443744000000,2015-10-02,0.269041845329,27.4,28.0,27.4,27.7,2015-10-02,880,-0.011187297004691565,-0.011250345480862567,0.022291086277258294,1733486.17324965,0.08986689479256582,26.84705776,4.169240114408173e+17,-0.06452213321794986
1444003200000,2015-10-05,0.279842795324,28.5,28.5,28.0,28.0,2015-10-05,605,0.04014598540145986,0.0393610738805803,0.024162792463499633,1372221.46078868,-0.20840357312093893,26.89230816,4.632169986124972e+17,0.11103459119972348
1444089600000,2015-10-06,0.274933272599,28.0,28.5,26.01,28.5,2015-10-06,7567,-0.01754385964912286,-0.017699577099401065,0.023108546398763946,1743343.78552007,0.27045366607084587,26.92725426,4.297494298612795e+17,-0.07225030353261053
1444176000000,2015-10-07,0.275031463053,28.01,28.01,28.0,28.0,2015-10-07,577,0.0003571428571429447,0.000357079096813262,0.02298844632059431,1463962.93117194,-0.16025574339876159,26.96255967,4.0121475946807546e+17,-0.06639839034205319
1444262400000,2015-10-08,0.265114227149,27.0,27.25,26.75,27.0,2015-10-08,1965,-0.03605855051767226,-0.03672472326768794,0.023843985781611333,2020993.03942357,0.38049468083574567,27.0319567,4.220145090241024e+17,0.051841935186040855
1444348800000,2015-10-09,0.265114227149,27.0,27.0,27.0,27.0,2015-10-09,290,0.0,0.0,0.023795400412971277,1282426.08755692,-0.3654475485364882,27.04805875,3.868538263348072e+17,-0.08331628874704666
1444608000000,2015-10-12,0.265114227149,27.0,27.0,27.0,27.0,2015-10-12,11,0.0,0.0,0.023656234802494947,1417047.10122915,0.10497370178166698,27.13332733,4.2739219629808544e+17,0.10478989014365814
1444694400000,2015-10-13,0.265114227149,27.0,27.02,27.0,27.01,2015-10-13,1521,0.0,0.0,0.02317563176814192,1683408.09401906,0.18796904673025172,27.1882884,4.1607335588334304e+17,-0.02648349809093864
1444780800000,2015-10-14,0.260204704424,26.5,27.0,26.5,26.725,2015-10-14,1443,-0.01851851851851849,-0.018692133012152556,0.022468962092683502,1708579.26801327,0.014952508594701541,27.23581228,4.5735848025902925e+17,0.09922559037224565
1444867200000,2015-10-15,0.263150418059,26.8,27.0,26.8,26.9,2015-10-15,1135,0.01132075471698113,0.011257154524634494,0.0225080078280727,1984272.69847142,0.16135829084402098,27.28275453,5.034883105524832e+17,0.10086142989483404
1444953600000,2015-10-16,0.284654127594,28.99,28.99,26.7,26.7,2015-10-16,10892,0.0817164179104477,0.07854905541675317,0.028309626548679648,1846829.2271679,-0.06926642260884774,27.32995395,4.3386498050587264e+17,-0.13828191953495828
1445212800000,2015-10-19,0.269532797601,27.45,29.0,27.45,28.9,2015-10-19,4068,-0.053121766126250414,-0.05458477497802461,0.030487610785559092,1481896.03871472,-0.19759985551712467,27.45323132,5.035657020522976e+17,0.16065072010457304
1445299200000,2015-10-20,0.274933272599,28.0,28.0,27.55,28.0,2015-10-20,2886,0.020036429872495543,0.019838342219664185,0.030588178055912137,1567877.20841233,0.05802105373881905,27.49772866,3.8718347479902835e+17,-0.23111627098301146
1445385600000,2015-10-21,0.267568988511,27.25,28.0,27.0,28.0,2015-10-21,9731,-0.0267857142857143,-0.027150989065950704,0.03091568434089053,1411430.64167153,-0.09978241019219958,27.54733117,4.325293672965687e+17,0.11711732408279474
