timestamp,symbol,type,quantity,price,value
2025-04-12 02:07:43.094133,BTC,buy,0.0,19.64,0.0
2025-04-12 02:07:43.095028,BTC,buy,0.0,20.1,0.0
2025-04-12 02:07:43.095899,BTC,buy,0.0,21.24,0.0
2025-04-12 02:07:43.096768,BTC,buy,0.0,22.13,0.0
2025-04-12 02:07:43.098136,BTC,buy,0.0,22.36,0.0
2025-04-12 02:07:43.100055,BTC,buy,0.0,20.865,0.0
2025-04-12 02:07:43.101741,BTC,buy,0.0,18.835,0.0
2025-04-12 02:07:43.105122,BTC,buy,0.0,23.1935,0.0
2025-04-12 02:07:43.106737,BTC,buy,0.0,23.74,0.0
2025-04-12 02:07:43.108149,BTC,buy,0.0,23.39,0.0
2025-04-12 02:07:43.109626,BTC,buy,0.0,24.0,0.0
2025-04-12 02:07:43.110941,BTC,buy,0.0,23.22,0.0
2025-04-12 02:07:43.111925,BTC,buy,0.0,22.46,0.0
2025-04-12 02:07:43.112864,BTC,buy,0.0,20.96,0.0
2025-04-12 02:07:43.113751,BTC,buy,0.0,20.07,0.0
2025-04-12 02:07:43.115182,BTC,buy,0.0,21.47,0.0
2025-04-12 02:07:43.116385,BTC,buy,0.0,20.61,0.0
2025-04-12 02:07:43.117539,BTC,buy,0.0,22.27,0.0
2025-04-12 02:07:43.118671,BTC,buy,0.0,23.255,0.0
2025-04-12 02:07:43.119828,BTC,buy,0.0,25.81,0.0
2025-04-12 02:07:43.121048,BTC,buy,0.0,28.25,0.0
2025-04-12 02:07:43.122530,BTC,buy,0.0,29.48,0.0
2025-04-12 02:07:43.123882,BTC,buy,0.0,30.83,0.0
2025-04-12 02:07:43.125132,BTC,buy,0.0,30.39,0.0
2025-04-12 02:07:43.126326,BTC,buy,0.0,28.88,0.0
2025-04-12 02:07:43.127434,BTC,buy,0.0,27.35,0.0
2025-04-12 02:07:43.128516,BTC,buy,0.0,30.45,0.0
2025-04-12 02:07:43.129503,BTC,buy,0.0,30.08,0.0
2025-04-12 02:07:43.132714,BTC,buy,0.0,32.9,0.0
2025-04-12 02:07:43.134872,BTC,buy,0.0,32.0,0.0
2025-04-12 02:07:43.136014,BTC,buy,0.0,35.08,0.0
2025-04-12 02:07:43.137414,BTC,buy,0.0,39.41,0.0
2025-04-12 02:07:43.138438,BTC,buy,0.0,43.93,0.0
2025-04-12 02:07:43.139618,BTC,buy,0.0,44.97,0.0
2025-04-12 02:07:43.140690,BTC,buy,0.0,44.42,0.0
2025-04-12 02:07:43.141762,BTC,buy,0.0,37.4,0.0
2025-04-12 02:07:43.142885,BTC,buy,0.0,38.92,0.0
2025-04-12 02:07:43.144016,BTC,buy,0.0,38.92,0.0
2025-04-12 02:07:43.145432,BTC,buy,0.0,43.53,0.0
2025-04-12 02:07:43.146937,BTC,buy,0.0,39.34,0.0
2025-04-12 02:07:43.148673,BTC,buy,0.0,38.055,0.0
2025-04-12 02:07:43.149965,BTC,buy,0.0,35.35,0.0
2025-04-12 02:07:43.151288,BTC,buy,0.0,31.935,0.0
2025-04-12 02:07:43.152775,BTC,buy,0.0,34.45,0.0
2025-04-12 02:07:43.154207,BTC,buy,0.0,33.05,0.0
2025-04-12 02:07:43.155703,BTC,buy,0.0,31.487,0.0
2025-04-12 02:07:43.157348,BTC,buy,0.0,31.361,0.0
2025-04-12 02:07:43.159645,BTC,buy,0.0,33.645,0.0
2025-04-12 02:07:43.161317,BTC,buy,0.0,34.69,0.0
2025-04-12 02:07:43.162929,BTC,buy,0.0,33.95,0.0
2025-04-12 02:07:43.165452,BTC,buy,0.0,36.8,0.0
2025-04-12 02:07:43.167525,BTC,buy,0.0,38.06,0.0
2025-04-12 02:07:43.169172,BTC,buy,0.0,37.96,0.0
2025-04-12 02:07:43.171035,BTC,buy,0.0,37.88,0.0
2025-04-12 02:07:43.172664,BTC,buy,0.0,45.69,0.0
2025-04-12 02:07:43.175435,BTC,buy,0.0,47.9,0.0
2025-04-12 02:07:43.178315,BTC,buy,0.0,44.95,0.0
2025-04-12 02:07:43.180051,BTC,buy,0.0,48.0,0.0
2025-04-12 02:07:43.181948,BTC,buy,0.0,48.91,0.0
2025-04-12 02:07:43.183573,BTC,buy,0.0,50.3065,0.0
2025-04-12 02:07:43.185310,BTC,buy,0.0,54.07,0.0
2025-04-12 02:07:43.186401,BTC,buy,0.0,54.07,0.0
2025-04-12 02:07:43.187629,BTC,buy,0.0,56.7,0.0
2025-04-12 02:07:43.189536,BTC,buy,0.0,53.5,0.0
2025-04-12 02:07:43.191033,BTC,buy,0.0,45.84,0.0
2025-04-12 02:07:43.193680,BTC,buy,0.0,48.4,0.0
2025-04-12 02:07:43.196015,BTC,buy,0.0,48.4,0.0
2025-04-12 02:07:43.197659,BTC,buy,0.0,43.2,0.0
2025-04-12 02:07:43.200138,BTC,buy,0.0,45.82,0.0
2025-04-12 02:07:43.201442,BTC,buy,0.0,44.12,0.0
2025-04-12 02:07:43.203421,BTC,buy,0.0,46.16,0.0
2025-04-12 02:07:43.204520,BTC,buy,0.0,41.4,0.0
2025-04-12 02:07:43.205822,BTC,buy,0.0,43.8,0.0
2025-04-12 02:07:43.206843,BTC,buy,0.0,45.4,0.0
2025-04-12 02:07:43.208351,BTC,buy,0.0,49.12,0.0
2025-04-12 02:07:43.209843,BTC,buy,0.0,50.42,0.0
2025-04-12 02:07:43.211126,BTC,buy,0.0,52.3,0.0
2025-04-12 02:07:43.212899,BTC,buy,0.0,50.0,0.0
2025-04-12 02:07:43.213954,BTC,buy,0.0,51.38,0.0
2025-04-12 02:07:43.214891,BTC,buy,0.0,49.86,0.0
2025-04-12 02:07:43.216141,BTC,buy,0.0,51.99,0.0
2025-04-12 02:07:43.217563,BTC,buy,0.0,50.81,0.0
2025-04-12 02:07:43.218523,BTC,buy,0.0,52.955,0.0
2025-04-12 02:07:43.219472,BTC,buy,0.0,49.5,0.0
2025-04-12 02:07:43.220363,BTC,buy,0.0,46.75,0.0
2025-04-12 02:07:43.221546,BTC,buy,0.0,45.0,0.0
2025-04-12 02:07:43.222766,BTC,buy,0.0,44.5,0.0
2025-04-12 02:07:43.223714,BTC,buy,0.0,46.43,0.0
2025-04-12 02:07:43.225486,BTC,buy,0.0,49.45,0.0
2025-04-12 02:07:43.226619,BTC,buy,0.0,50.82,0.0
2025-04-12 02:07:43.227575,BTC,buy,0.0,50.04,0.0
2025-04-12 02:07:43.228570,BTC,buy,0.0,50.865,0.0
2025-04-12 02:07:43.229538,BTC,buy,0.0,52.95,0.0
2025-04-12 02:07:43.230495,BTC,buy,0.0,50.62,0.0
2025-04-12 02:07:43.232148,BTC,buy,0.0,47.57,0.0
2025-04-12 02:07:43.234012,BTC,buy,0.0,49.05,0.0
2025-04-12 02:07:43.235322,BTC,buy,0.0,49.65,0.0
2025-04-12 02:07:43.237290,BTC,buy,0.0,51.78,0.0
2025-04-12 02:07:43.238780,BTC,buy,0.0,54.93,0.0
2025-04-12 02:07:43.239813,BTC,buy,0.0,51.5,0.0
2025-04-12 02:07:43.244780,BTC,buy,0.0,52.6,0.0
2025-04-12 02:07:43.246074,BTC,buy,0.0,51.37,0.0
2025-04-12 02:07:43.247134,BTC,buy,0.0,47.9499,0.0
2025-04-12 02:07:43.249517,BTC,buy,0.0,47.01,0.0
2025-04-12 02:07:43.251734,BTC,buy,0.0,45.35,0.0
2025-04-12 02:07:43.252900,BTC,buy,0.0,41.32,0.0
2025-04-12 02:07:43.254417,BTC,buy,0.0,42.385,0.0
2025-04-12 02:07:43.255935,BTC,buy,0.0,45.91,0.0
2025-04-12 02:07:43.257156,BTC,buy,0.0,46.575,0.0
2025-04-12 02:07:43.258457,BTC,buy,0.0,46.2,0.0
2025-04-12 02:07:43.259472,BTC,sell,0.0,43.0,0.0
2025-04-12 02:07:43.260895,BTC,sell,0.0,46.85,0.0
2025-04-12 02:07:43.262161,BTC,sell,0.0,47.23,0.0
2025-04-12 02:07:43.263198,BTC,sell,0.0,44.35,0.0
2025-04-12 02:07:43.264276,BTC,sell,0.0,46.06,0.0
2025-04-12 02:07:43.265448,BTC,sell,0.0,45.205,0.0
2025-04-12 02:07:43.266373,BTC,sell,0.0,46.88,0.0
2025-04-12 02:07:43.267758,BTC,sell,0.0,44.22,0.0
2025-04-12 02:07:43.269049,BTC,sell,0.0,44.876,0.0
2025-04-12 02:07:43.270036,BTC,sell,0.0,44.876,0.0
2025-04-12 02:07:43.271500,BTC,sell,0.0,37.182,0.0
2025-04-12 02:07:43.273263,BTC,sell,0.0,39.43,0.0
2025-04-12 02:07:43.274497,BTC,sell,0.0,35.5,0.0
2025-04-12 02:07:43.275644,BTC,sell,0.0,34.38,0.0
2025-04-12 02:07:43.276702,BTC,sell,0.0,32.6,0.0
2025-04-12 02:07:43.277861,BTC,sell,0.0,33.0499,0.0
2025-04-12 02:07:43.278833,BTC,sell,0.0,33.0499,0.0
2025-04-12 02:07:43.279858,BTC,sell,0.0,33.115,0.0
2025-04-12 02:07:43.281932,BTC,sell,0.0,31.51,0.0
2025-04-12 02:07:43.284004,BTC,sell,0.0,32.05,0.0
2025-04-12 02:07:43.286270,BTC,sell,0.0,32.46,0.0
2025-04-12 02:07:43.287597,BTC,sell,0.0,30.22,0.0
2025-04-12 02:07:43.288717,BTC,sell,0.0,29.54,0.0
2025-04-12 02:07:43.291501,BTC,sell,0.0,31.1,0.0
2025-04-12 02:07:43.293293,BTC,sell,0.0,32.25,0.0
2025-04-12 02:07:43.294949,BTC,sell,0.0,30.9,0.0
2025-04-12 02:07:43.296557,BTC,sell,0.0,29.5665,0.0
2025-04-12 02:07:43.298175,BTC,sell,0.0,27.45,0.0
2025-04-12 02:07:43.299432,BTC,sell,0.0,30.1,0.0
2025-04-12 02:07:43.301341,BTC,sell,0.0,30.4,0.0
2025-04-12 02:07:43.302754,BTC,sell,0.0,30.78,0.0
2025-04-12 02:07:43.303774,BTC,sell,0.0,33.08,0.0
2025-04-12 02:07:43.304744,BTC,sell,0.0,33.2335,0.0
2025-04-12 02:07:43.306341,BTC,sell,0.0,32.05,0.0
2025-04-12 02:07:43.307748,BTC,sell,0.0,32.05,0.0
2025-04-12 02:07:43.309441,BTC,sell,0.0,29.8,0.0
2025-04-12 02:07:43.310641,BTC,sell,0.0,27.7,0.0
