Date,NetflowVolume
1.52522E+12,-1230.460969
1.52531E+12,9324.314457129236
1.52539E+12,905.7295501182672
1.52548E+12,7167.905333818606
1.52556E+12,-4281.610041
1.52565E+12,5156.855107374111
1.52574E+12,-3577.325461
1.52582E+12,1570.2625972670066
1.52591E+12,-5306.149754
1.526E+12,4236.061332839861
1.52608E+12,6817.841428849279
1.52617E+12,-2797.886239
1.52626E+12,-6490.716493
1.52634E+12,-3789.530235
1.52643E+12,-8025.892165
1.52652E+12,15744.67900458601
1.5266E+12,-1562.8164
1.52669E+12,1152.7851479735143
1.52677E+12,-127.4466249
1.52686E+12,108.55153759108362
1.52695E+12,444.2033468531954
1.52703E+12,13230.92677387409
1.52712E+12,1202.894484293589
1.52721E+12,-6353.436152
1.52729E+12,-1557.021925
1.52738E+12,-3811.001535
1.52747E+12,-5807.782486
1.52755E+12,-1084.268012
1.52764E+12,-2201.284078
1.52772E+12,283.44260693090473
1.52781E+12,-1491.140365
1.5279E+12,6380.631157
1.52798E+12,-1212.24257
1.52807E+12,6182.4557505036355
1.52816E+12,523.8856262045447
1.52824E+12,2316.738266807515
1.52833E+12,-2797.280513
1.52842E+12,-9973.401255
1.5285E+12,569.1317489061439
1.52859E+12,5678.628921704243
1.52868E+12,-3911.955093
1.52876E+12,1821.6996855900725
1.52885E+12,5471.446950666912
1.52893E+12,-1420.737427
1.52902E+12,720.8491326172734
1.52911E+12,-1092.486104
1.52919E+12,8527.718260123973
1.52928E+12,4777.299336662218
1.52937E+12,-2013.626279
1.52945E+12,782.8198342662727
1.52954E+12,-2354.440178
1.52963E+12,5358.972987760484
1.52971E+12,-1523.657838
1.5298E+12,7288.608943860338
1.52988E+12,-3105.626566
1.52997E+12,721.2351381402477
1.53006E+12,5211.865249522525
1.53014E+12,6264.958694959874
1.53023E+12,5508.788589109732
1.53032E+12,1749.2704097103488
1.5304E+12,-153.5487157
1.53049E+12,3638.5090297054703
1.53058E+12,-7236.219775
1.53066E+12,-969.2425579
1.53075E+12,2257.0959973699864
1.53084E+12,-3056.67105
1.53092E+12,364.6656411
1.53101E+12,-29808.52426
1.53109E+12,-3494.309772
1.53118E+12,3472.3507429081947
1.53127E+12,-3607.313013
1.53135E+12,-830.7230657
1.53144E+12,-4766.780052
1.53153E+12,-2302.845849
1.53161E+12,-1964.280849
1.5317E+12,9440.744848826427
1.53179E+12,9269.227921270069
1.53187E+12,6684.208256137099
1.53196E+12,1452.3545037331642
1.53204E+12,10835.621179993512
1.53213E+12,-213.2972318
1.53222E+12,635.2364953
1.5323E+12,7509.221908786953
1.53239E+12,10214.35737646868
1.53248E+12,1686.5165081153173
1.53256E+12,-151.1365779
1.53265E+12,2395.2417271276063
1.53274E+12,1421.4819313247317
1.53282E+12,1139.475784513088
1.53291E+12,4925.615333183174
1.533E+12,6949.803352100331
1.53308E+12,-1841.700764
1.53317E+12,6560.710540467771
1.53325E+12,4603.172961
1.53334E+12,-14923.55961
1.53343E+12,3622.619667625222
1.53351E+12,-18482.79199
1.5336E+12,2900.2174379105127
1.53369E+12,9298.353016928137
1.53377E+12,4469.720110531496
1.53386E+12,-8235.88353
1.53395E+12,3084.3435393925974
1.53403E+12,-104.6524503
1.53412E+12,4917.352083106518
1.5342E+12,8428.927713512618
1.53429E+12,2607.5034341331047
1.53438E+12,1961.8928315873927
1.53446E+12,-8750.941086
1.53455E+12,2872.423065707266
1.53464E+12,-679.7787823
1.53472E+12,1834.4397090937057
1.53481E+12,5839.951523492193
1.5349E+12,9149.756146103828
1.53498E+12,2755.0720993798386
1.53507E+12,5586.938953344732
1.53516E+12,-878.1195759
1.53524E+12,1179.6965984969977
1.53533E+12,2260.419066722483
1.53541E+12,10388.735730646928
1.5355E+12,9498.301858641424
1.53559E+12,3927.965897764596
1.53567E+12,4762.083031452006
1.53576E+12,3568.6151445122814
1.53585E+12,2276.436167655269
1.53593E+12,5905.833882436869
1.53602E+12,8089.392744541845
1.53611E+12,9239.754321485154
1.53619E+12,16414.396591830096
1.53628E+12,-1913.071227
1.53636E+12,1316.300483362298
1.53645E+12,227.05359022306948
1.53654E+12,-373.6667625
1.53662E+12,139.35832785215462
1.53671E+12,392.74411884905567
1.5368E+12,4941.621874183409
1.53688E+12,2897.088458250484
1.53697E+12,1249.113818185866
1.53706E+12,-1059.501491
1.53714E+12,2910.8153064559156
1.53723E+12,-837.1291453
1.53732E+12,3341.6673040400783
1.5374E+12,3331.9901107864935
1.53749E+12,6834.081699394868
1.53757E+12,-4890.146856
1.53766E+12,-2039.53918
1.53775E+12,4650.9694459431375
1.53783E+12,-5070.088802
1.53792E+12,-1529.654518
1.53801E+12,1880.891109911463
1.53809E+12,-3083.077778
1.53818E+12,-4759.197995
1.53827E+12,1202.876075467877
1.53835E+12,-401.3549166
1.53844E+12,-372.889967
1.53852E+12,-667.557687
1.53861E+12,-564.233983
1.5387E+12,-2620.075908
1.53878E+12,-2541.563477
1.53887E+12,-2994.319288
1.53896E+12,824.5205572314699
1.53904E+12,1923.5022692625423
1.53913E+12,3705.265350481051
1.53922E+12,-4336.494454
1.5393E+12,1694.952424940093
1.53939E+12,-2778.52462
1.53948E+12,-41.98139408
1.53956E+12,5377.245383892849
1.53965E+12,-2688.789229
1.53973E+12,-555.6089617
1.53982E+12,2024.7059103973736
1.53991E+12,-347.7510109
1.53999E+12,2304.7127626324764
1.54008E+12,-385.419677
1.54017E+12,-1314.394168
1.54025E+12,1613.3038552090147
1.54034E+12,-261.2002622
1.54043E+12,-1169.248005
1.54051E+12,2406.303863216148
1.5406E+12,1099.4794271667815
1.54068E+12,-621.0269603
1.54077E+12,4170.965352271167
1.54086E+12,1537.058292465299
1.54094E+12,-21198.58818
1.54103E+12,-1367.186067
1.54112E+12,1052.155407328915
1.5412E+12,-2801.183646
1.54129E+12,309.2695924391737
1.54138E+12,-141.4823397
1.54146E+12,7273.613694658925
1.54155E+12,4463.247082158363
1.54164E+12,1754.027633341917
1.54172E+12,5073.989538
1.54181E+12,463.73946913821055
1.54189E+12,1361.338091501675
1.54198E+12,6614.109228956615
1.54207E+12,5429.264991280754
1.54215E+12,18013.870224450307
1.54224E+12,13265.32393480472
1.54233E+12,-6152.628415
1.54241E+12,2668.034731559492
1.5425E+12,-1763.681671
1.54259E+12,28898.044184823215
1.54267E+12,40548.29068408569
1.54276E+12,-1012.517404
1.54284E+12,-4379.770043
1.54293E+12,9557.498711
1.54302E+12,13534.543007722516
1.5431E+12,24925.480869249775
1.54319E+12,12295.667932810597
1.54328E+12,2361.015315256387
1.54336E+12,-410.658244
1.54345E+12,-5569.016428
1.54354E+12,-4841.618283
1.54362E+12,947.2960495502048
1.54371E+12,1266.6143258640768
1.5438E+12,1103.7114229166036
1.54388E+12,2144.3856002841203
1.54397E+12,7812.085410085914
1.54405E+12,3059.3076535793225
1.54414E+12,19538.08938094655
1.54423E+12,2738.7528598407007
1.54431E+12,-1963.081941
1.5444E+12,504.9900189390173
1.54449E+12,6257.550973437348
1.54457E+12,5866.122012206455
1.54466E+12,4952.247749099872
1.54475E+12,-2546.421064
1.54483E+12,1436.4330732432572
1.54492E+12,271.03114169970286
1.545E+12,8463.284282852532
1.54509E+12,-7465.105876
1.54518E+12,8220.143760458363
1.54526E+12,11740.74645092296
1.54535E+12,17311.162266151237
1.54544E+12,-834.9806002
1.54552E+12,5456.738024926242
1.54561E+12,5360.888462748153
1.5457E+12,1263.2375800006191
1.54578E+12,2585.534996057693
1.54587E+12,-733.0894361
1.54596E+12,605.6576597994426
1.54604E+12,-7510.515672
1.54613E+12,-1426.532194
1.54621E+12,-524.5882316
1.5463E+12,-851.6275627
1.54639E+12,-2847.637322
1.54647E+12,-16997.54257
1.54656E+12,-399.1640362
1.54665E+12,5084.969248716428
1.54673E+12,3822.266207949324
1.54682E+12,6092.395602468248
1.54691E+12,-675.5935947
1.54699E+12,2664.5152574000313
1.54708E+12,410.02536259368935
1.54716E+12,-3110.666642
1.54725E+12,-1283.900058
1.54734E+12,12.85962053728872
1.54742E+12,3492.411227074299
1.54751E+12,1549.0598733595325
1.5476E+12,2673.1126870035223
1.54768E+12,1697.2908686376031
1.54777E+12,-2034.479156
1.54786E+12,-520.2455043
1.54794E+12,740.5818385806451
1.54803E+12,-1709.653327
1.54812E+12,454.0221905835715
1.5482E+12,-888.0083664
1.54829E+12,-1080.306308
1.54837E+12,-2277.106101
1.54846E+12,-1286.532492
1.54855E+12,741.5417161332116
1.54863E+12,3503.004322252411
1.54872E+12,408.3493493963979
1.54881E+12,-15275.03505
1.54889E+12,11256.117570774775
1.54898E+12,2126.8171070873577
1.54907E+12,-4931.356924
1.54915E+12,1465.9131596175284
1.54924E+12,-662.4539807
1.54932E+12,-1071.997008
1.54941E+12,1470.432066427049
1.5495E+12,9905.28072
1.54958E+12,5959.394811496233
1.54967E+12,1347.0500583827816
1.54976E+12,-128.3290575
1.54984E+12,-3736.520017
1.54993E+12,2936.628508
1.55002E+12,839.9197980527679
1.5501E+12,-126.908358
1.55019E+12,-4801.788054
1.55028E+12,2822.604980562792
1.55036E+12,-1170.998308
1.55045E+12,2563.4026900767058
1.55053E+12,5761.567450798379
1.55062E+12,-4848.815023
1.55071E+12,1406.745202105747
1.55079E+12,4327.440326428012
1.55088E+12,-177.1267239
1.55097E+12,666.0555112285801
1.55105E+12,-1926.084168
1.55114E+12,-1407.237784
1.55123E+12,-1154.245776
1.55131E+12,6461.496836099024
1.5514E+12,-4930.822447
1.55148E+12,1552.416496211743
1.55157E+12,-43.48727866
1.55166E+12,5181.343913348588
1.55174E+12,-2979.057238
1.55183E+12,-6396.520045
1.55192E+12,3233.2878031141445
1.552E+12,838.5816031240101
1.55209E+12,-241.2109724
1.55218E+12,-1065.154523
1.55226E+12,-2613.258292
1.55235E+12,6438.055353264397
1.55244E+12,3931.355423965171
1.55252E+12,-13280.88157
1.55261E+12,-3764.961439
1.55269E+12,851.2110859929635
1.55278E+12,-1401.356359
1.55287E+12,1580.6613572895876
1.55295E+12,4642.443578617545
1.55304E+12,3487.7999108661315
1.55313E+12,-2708.610111
1.55321E+12,-2529.745188
1.5533E+12,-778.4583253
1.55339E+12,-925.7549789
1.55347E+12,-3051.97652
1.55356E+12,6978.595068838265
1.55364E+12,-7374.775456
1.55373E+12,1426.851626971431
1.55382E+12,-1736.486826
1.5539E+12,-1460.11822
1.55399E+12,2943.5335963339894
1.55408E+12,-3116.147465
1.55416E+12,17097.757395750756
1.55425E+12,5680.744564340668
1.55434E+12,-3903.930968
1.55442E+12,2987.1270180404754
1.55451E+12,-344.8291892
1.5546E+12,3824.177212417235
1.55468E+12,8725.929389990386
1.55477E+12,-1679.431684
1.55485E+12,-8277.359859
1.55494E+12,-2963.151445
1.55503E+12,-110.0486091
1.55511E+12,-4830.673092
1.5552E+12,-3611.276729
1.55529E+12,8136.469240351493
1.55537E+12,-2925.563958
1.55546E+12,-2572.694936
1.55555E+12,-3215.439209
1.55563E+12,2425.2703893411817
1.55572E+12,-2137.488806
1.5558E+12,769.2906293057604
1.55589E+12,2100.8121373156464
1.55598E+12,-628.8956724
1.55606E+12,7145.759438339999
1.55615E+12,5753.746557
1.55624E+12,-19187.28858
1.55632E+12,-5338.592763
1.55641E+12,-6944.414617
1.5565E+12,-1940.199922
1.55658E+12,-134.7587997
1.55667E+12,1091.318799115557
1.55676E+12,-1964.480532
1.55684E+12,6137.528579859209
1.55693E+12,2093.180597313869
1.55701E+12,-5499.241177
1.5571E+12,-1756.053961
1.55719E+12,-17582.9488
1.55727E+12,-6397.562406
1.55736E+12,7960.454157413376
1.55745E+12,-372.611072
1.55753E+12,-1359.038115
1.55762E+12,1564.905934639086
1.55771E+12,9889.769643025938
1.55779E+12,-3635.136375
1.55788E+12,-28509.07355
1.55796E+12,2758.7701087147143
1.55805E+12,-4711.747054
1.55814E+12,-3925.504928
1.55822E+12,7199.783379166824
1.55831E+12,486.18739544980053
1.5584E+12,1872.415556583248
1.55848E+12,-4934.289176
1.55857E+12,5755.107283792888
1.55866E+12,2950.896973152332
1.55874E+12,-952.4366329
1.55883E+12,5900.341635610104
1.55892E+12,6590.284561863991
1.559E+12,6256.873603929307
1.55909E+12,3713.258740090168
1.55917E+12,10655.134545938032
1.55926E+12,-5322.95153
1.55935E+12,2016.659634
1.55943E+12,3639.249979659595
1.55952E+12,2928.3731553309117
1.55961E+12,24908.904403615088
1.55969E+12,-848.8185163
1.55978E+12,911.7241312340848
1.55987E+12,-3111.423099
1.55995E+12,-692.2892704
1.56004E+12,-670.6331532
1.56012E+12,1159.6362489987514
1.56021E+12,347.50414080122573
1.5603E+12,5468.7228971834775
1.56038E+12,3600.510235867223
1.56047E+12,-5345.177273
1.56056E+12,-0.965053237
1.56064E+12,11763.490894740067
1.56073E+12,4752.726539498952
1.56082E+12,7666.234417429048
1.5609E+12,1185.8011165059145
1.56099E+12,4070.121422533819
1.56108E+12,-1184.423695
1.56116E+12,11821.671120370263
1.56125E+12,3309.505283518447
1.56133E+12,2325.7586097450694
1.56142E+12,1730.5150533891428
1.56151E+12,27921.71891580113
1.56159E+12,17297.207725585322
1.56168E+12,1883.1931172853072
1.56177E+12,-2932.223467
1.56185E+12,22450.160288664727
1.56194E+12,7681.183651272157
1.56203E+12,5287.888858
1.56211E+12,-3299.294609
1.5622E+12,-2670.261591
1.56228E+12,-6303.453968
1.56237E+12,-1358.698641
1.56246E+12,138.04760718391117
1.56254E+12,14021.658591293046
1.56263E+12,8957.181784339657
1.56272E+12,9866.644950947462
1.5628E+12,8422.749827651758
1.56289E+12,-13362.54007
1.56298E+12,211.8885438459547
1.56306E+12,4702.993603829036
1.56315E+12,-1448.673085
1.56324E+12,4586.6318604411645
1.56332E+12,2802.573394442472
1.56341E+12,6566.127298582891
1.56349E+12,-410.7827247
1.56358E+12,966.0100184070689
1.56367E+12,-1355.701067
1.56375E+12,4218.100156082655
1.56384E+12,-9398.887496
1.56393E+12,475.1349661945278
1.56401E+12,-5857.625289
1.5641E+12,-5795.557333
1.56419E+12,-949.9290109
1.56427E+12,125.63016053799949
1.56436E+12,3503.794960781194
1.56444E+12,-3165.903968
1.56453E+12,1558.796968082992
1.56462E+12,4010.058742561326
1.5647E+12,8342.935399787377
1.56479E+12,2661.2420727870194
1.56488E+12,1434.7715940360067
1.56496E+12,6127.337510847065
1.56505E+12,-33691.53448
1.56514E+12,-15055.82973
1.56522E+12,1907.938396
1.56531E+12,2941.0663413337606
1.5654E+12,1762.3019110820533
1.56548E+12,200.88418270404873
1.56557E+12,4044.0752828653312
1.56565E+12,1090.924128436738
1.56574E+12,980.2992317
1.56583E+12,1870.1825265332443
1.56591E+12,-3454.582793
1.566E+12,-797.6183644
1.56609E+12,1289.290987051374
1.56617E+12,-585.4657236
1.56626E+12,958.1758785578096
1.56635E+12,-554.357857
1.56643E+12,4747.611780885432
1.56652E+12,-794.325242
1.5666E+12,-2067.066856
1.56669E+12,1735.433771225129
1.56678E+12,7708.203933580789
1.56686E+12,4014.572542667276
1.56695E+12,274.2814760930196
1.56704E+12,-5466.16145
1.56712E+12,-5317.334111
1.56721E+12,-867.5609673
1.5673E+12,-353.8585791
1.56738E+12,4806.862589648881
1.56747E+12,7096.052087759286
1.56756E+12,1645.893442332621
1.56764E+12,10380.765384718845
1.56773E+12,3375.19052
1.56781E+12,-500.4374415
1.5679E+12,1984.9244755236375
1.56799E+12,-440.7962473
1.56807E+12,-3151.708593
1.56816E+12,2046.0988907733629
1.56825E+12,3741.3670876721662
1.56833E+12,1314.6268450444331
1.56842E+12,811.2597250215113
1.56851E+12,1318.9888529362506
1.56859E+12,3278.2757110380226
1.56868E+12,4327.985770314452
1.56876E+12,1950.9343490890096
1.56885E+12,-465.2206318
1.56894E+12,2741.9249466776964
1.56902E+12,4237.710162663727
1.56911E+12,506.0930376093093
1.5692E+12,1116.8554942145165
1.56928E+12,23839.279787729218
1.56937E+12,7558.659229788915
1.56946E+12,2481.328876635984
1.56954E+12,-2983.634416
1.56963E+12,-1234.329833
1.56972E+12,-2029.396435
1.5698E+12,1928.7376259278171
1.56989E+12,-1326.987328
1.56997E+12,-778.7308948
1.57006E+12,-636.3455542
1.57015E+12,-1915.687333
1.57023E+12,1289.3094335128426
1.57032E+12,1329.6871901706472
1.57041E+12,-783.4396687
1.57049E+12,3687.047152006297
1.57058E+12,3220.696604044555
1.57067E+12,5221.829802812725
1.57075E+12,-3647.821197
1.57084E+12,-1461.554678
1.57092E+12,2544.251967325419
1.57101E+12,3463.8196444346104
1.5711E+12,6774.416296173193
1.57118E+12,1156.1775218578405
1.57127E+12,1164.600257313963
1.57136E+12,-963.4394965
1.57144E+12,-700.0458973
1.57153E+12,671.3051702689227
1.57162E+12,6306.314887705303
1.5717E+12,2701.092547338958
1.57179E+12,643.7862065215959
1.57188E+12,-3385.166257
1.57196E+12,8129.723368520579
1.57205E+12,14701.45414232761
1.57213E+12,3624.029498472515
1.57222E+12,-1538.194925
1.57231E+12,865.9632545054556
1.57239E+12,1153.3133042703705
1.57248E+12,2389.530673068759
1.57257E+12,-39950.88112
1.57265E+12,744.3595705970711
1.57274E+12,-566.7960756
1.57283E+12,2870.5692902166484
1.57291E+12,8024.751792019008
1.573E+12,8917.229150271865
1.57308E+12,2362.164559112898
1.57317E+12,-11982.65625
1.57326E+12,400.5687129932448
1.57334E+12,-181.5848004
1.57343E+12,2460.5047964469704
1.57352E+12,-5887.413893
1.5736E+12,5252.048766056701
1.57369E+12,-2872.595004
1.57378E+12,-2612.875685
1.57386E+12,563.3060835384331
1.57395E+12,315.89280811321805
1.57404E+12,6505.637870142913
1.57412E+12,3157.2599783079568
1.57421E+12,-962.2241693
1.57429E+12,3836.923663224901
1.57438E+12,-786.8199981
1.57447E+12,-1438.810703
1.57455E+12,2084.845529578666
1.57464E+12,5485.096898619406
1.57473E+12,3414.384525466805
1.57481E+12,16997.15502967198
1.5749E+12,-869.9836151
1.57499E+12,-5747.9247
1.57507E+12,-5115.802472
1.57516E+12,-5101.346678
1.57524E+12,5791.903491282646
1.57533E+12,-6102.140569
1.57542E+12,2890.192115
1.5755E+12,909.1103959291796
1.57559E+12,-2173.755041
1.57568E+12,1325.2193889178998
1.57576E+12,773.2999127173935
1.57585E+12,5038.655626833643
1.57594E+12,-1051.197191
1.57602E+12,586.8566931
1.57611E+12,-112.7379029
1.5762E+12,2416.4401708951264
1.57628E+12,-334.7550579
1.57637E+12,-1120.187917
1.57645E+12,7323.251309498832
1.57654E+12,2227.522175610349
1.57663E+12,1651.8376859799391
1.57671E+12,864.6011078562151
1.5768E+12,-228.448577
1.57689E+12,-1100.522308
1.57697E+12,372.8058807755806
1.57706E+12,5581.23985
1.57715E+12,-2061.955683
1.57723E+12,550.9047465986514
1.57732E+12,4368.314906073265
1.5774E+12,1419.6132627647455
1.57749E+12,840.3276285036227
1.57758E+12,1431.0692400334265
1.57766E+12,661.6316532710189
1.57775E+12,-1703.222526
1.57784E+12,3364.505442043035
1.57792E+12,1853.1354095843708
1.57801E+12,2897.774446216885
1.5781E+12,5639.604847185135
1.57818E+12,1102.2051079738412
1.57827E+12,1108.724152785035
1.57836E+12,3489.9069286755985
1.57844E+12,3093.163685731408
1.57853E+12,5204.959687886105
1.57861E+12,545.1936389
1.5787E+12,277.93438811343003
1.57879E+12,-1789.523071
1.57887E+12,4987.111207397909
1.57896E+12,12326.95811164903
1.57905E+12,-526.350728
1.57913E+12,-1982.99067
1.57922E+12,980.5843486365848
1.57931E+12,-411.1868963
1.57939E+12,2526.222012014001
1.57948E+12,-2378.262023
1.57956E+12,2415.584486305961
1.57965E+12,-3526.319493
1.57974E+12,950.6829535847864
1.57982E+12,-461.54064
1.57991E+12,-1542.999215
1.58E+12,4747.644885913738
1.58008E+12,4916.057294050865
1.58017E+12,7413.922063009937
1.58026E+12,4769.279110776966
1.58034E+12,1664.0960600335893
1.58043E+12,-7615.522145
1.58052E+12,1282.1143440844462
1.5806E+12,-52.76976583
1.58069E+12,3337.003811972856
1.58077E+12,5725.361336777438
1.58086E+12,3964.0995365557246
1.58095E+12,797.5974665877366
1.58103E+12,-28.59224995
1.58112E+12,-9768.65584
1.58121E+12,5666.614358479517
1.58129E+12,1375.602474
1.58138E+12,6023.322984040264
1.58147E+12,3295.197397949123
1.58155E+12,1433.758213062145
1.58164E+12,-3831.039109
1.58172E+12,2586.3709113387595
1.58181E+12,1786.8216200105053
1.5819E+12,1352.870381728564
1.58198E+12,4689.937602925667
1.58207E+12,217.8091022566805
1.58216E+12,-1194.994097
1.58224E+12,-10658.80716
1.58233E+12,-791.7509681
1.58242E+12,2052.651411142957
1.5825E+12,1242.0779666474846
1.58259E+12,-2455.67393
1.58268E+12,6104.488444764647
1.58276E+12,-4135.167028
1.58285E+12,-1109.27765
1.58293E+12,-1520.328208
1.58302E+12,843.1369100041738
1.58311E+12,7248.749364582429
1.58319E+12,-9765.51159
1.58328E+12,-8983.063168
1.58337E+12,-8570.207798
1.58345E+12,-10952.70737
1.58354E+12,1912.3043885862064
1.58363E+12,3324.533009397099
1.58371E+12,15464.934454955146
1.5838E+12,-86.48022748
1.58388E+12,3709.375705690618
1.58397E+12,35819.059844913456
1.58406E+12,35038.20535708527
1.58414E+12,9328.866033232887
1.58423E+12,1254.1681331993896
1.58432E+12,-27571.02398
1.5844E+12,-3081.47918
1.58449E+12,-16087.88576
1.58458E+12,-15231.37641
1.58466E+12,5189.569922847135
1.58475E+12,-12221.74486
1.58484E+12,1008.7455634492144
1.58492E+12,-967.821261
1.58501E+12,-10473.70823
1.58509E+12,-5544.301117
1.58518E+12,2682.2949600995853
1.58527E+12,-9041.217793
1.58535E+12,-7599.111575
1.58544E+12,5404.805017503342
1.58553E+12,225.12770382468443
1.58561E+12,-4853.25938
1.5857E+12,-803.4054089
1.58579E+12,2600.245373665035
1.58587E+12,-6880.42419
1.58596E+12,-2979.015368
1.58604E+12,-927.1038522
1.58613E+12,8863.382765217488
1.58622E+12,11208.524343339115
1.5863E+12,-1132.18956
1.58639E+12,-11827.09646
1.58648E+12,-6217.498134
1.58656E+12,-5168.034688
1.58665E+12,-2962.260029
1.58674E+12,-9482.737345
1.58682E+12,-2565.400747
1.58691E+12,9804.371982078555
1.587E+12,4797.164699480694
1.58708E+12,-5672.484108
1.58717E+12,903.0325448
1.58725E+12,698.0546690691044
1.58734E+12,-2366.606034
1.58743E+12,-6731.975435
1.58751E+12,-7689.97515
1.5876E+12,9931.87114
1.58769E+12,-3607.789004
1.58777E+12,-1518.633919
1.58786E+12,333.1817072
1.58795E+12,1319.2540858722425
1.58803E+12,-5373.911171
1.58812E+12,-1159.784069
1.5882E+12,3583.276750501929
1.58829E+12,7427.721801
1.58838E+12,4016.4930090414055
1.58846E+12,4597.830742881997
1.58855E+12,-4779.123939
1.58864E+12,1670.8096735235667
1.58872E+12,-2180.715698
1.58881E+12,6086.408362844682
1.5889E+12,7167.516570106018
1.58898E+12,1181.767090553105
1.58907E+12,1875.5387149084856
1.58916E+12,-3056.283946
1.58924E+12,-20917.41779
1.58933E+12,-4914.833652
1.58941E+12,2592.967501
1.5895E+12,113.91510773761549
1.58959E+12,215.0158336062741
1.58967E+12,477.2714724999969
1.58976E+12,742.634316
1.58985E+12,-7358.893712
1.58993E+12,1250.0024135145795
1.59002E+12,8837.689397704038
1.59011E+12,-3443.830828
1.59019E+12,-1833.362712
1.59028E+12,-2682.251922
1.59036E+12,-14835.07471
1.59045E+12,-1797.426997
1.59054E+12,1339.5854106128827
1.59062E+12,3241.974946810893
1.59071E+12,-4191.477111
1.5908E+12,3958.4557283183094
1.59088E+12,2430.3225098822622
1.59097E+12,-4682.592072
1.59106E+12,14361.008891731908
1.59114E+12,-13939.67648
1.59123E+12,-2324.256758
1.59132E+12,-11988.27701
1.5914E+12,-1296.748753
1.59149E+12,167.5126737496903
1.59157E+12,-10673.12734
1.59166E+12,-4520.507784
1.59175E+12,1777.968377702717
1.59183E+12,8738.991781367004
1.59192E+12,-8987.920583
