start_time,open,high,low,close,volume
1.56557E+12,0.00289335,0.00290048,0.00284011,0.0028516,37974663
1.56565E+12,0.0028527,0.00286247,0.00277071,0.0028339,47685418
1.56574E+12,0.00283628,0.0028416,0.00269454,0.00271963,89470204
1.56583E+12,0.00271967,0.00277266,0.00255601,0.0025916,83406275
1.56591E+12,0.00257717,0.002718,0.00250559,0.00265577,71483283
1.566E+12,0.00265176,0.00266442,0.00257994,0.0026251,48842468
1.56609E+12,0.00262829,0.00272657,0.00259088,0.00270012,101432503
1.56617E+12,0.0026961,0.00281995,0.0026676,0.0027816,111202618
1.56626E+12,0.00278454,0.00279085,0.0026836,0.002712,29889824
1.56635E+12,0.00270932,0.00271813,0.00256289,0.00264191,67428707
1.56643E+12,0.00264243,0.0027165,0.00254862,0.0026458,70942538
1.56652E+12,0.0026486,0.00269839,0.00261532,0.0026668,49673949
1.5666E+12,0.00266371,0.00268336,0.00256686,0.0026222,61164375
1.56669E+12,0.0026274,0.00266861,0.00258249,0.00262396,59937736
1.56678E+12,0.00261946,0.00271114,0.00258869,0.0026409,75309430
1.56686E+12,0.00263428,0.00263964,0.00257218,0.0025993,57813268
1.56695E+12,0.00260244,0.00260244,0.00247181,0.0024965,73252773
1.56704E+12,0.0024956,0.00249595,0.0023392,0.00242998,101148551
1.56712E+12,0.00244772,0.00249367,0.0023879,0.00244441,37512207
1.56721E+12,0.0024517,0.00249038,0.00241252,0.00245329,36338319
1.5673E+12,0.00245249,0.00249035,0.0024109,0.00246748,35956148
1.56738E+12,0.0024635,0.00262237,0.0024384,0.0025882,53572010
1.56747E+12,0.00259797,0.00260884,0.0025313,0.00256449,64679806
1.56756E+12,0.0025647,0.00257881,0.00249755,0.0025097,32789886
1.56764E+12,0.0025221,0.0025221,0.0024622,0.0024909,44318276
1.56773E+12,0.00249094,0.00251397,0.00240273,0.00247,81836503
1.56781E+12,0.0024504,0.00251264,0.0024029,0.0024542,79415288
1.5679E+12,0.002465,0.00253895,0.0024,0.0024585,89538969
1.56799E+12,0.00245215,0.0024692,0.0023988,0.00244094,61000344
1.56807E+12,0.00243564,0.0024612,0.00238582,0.00241983,33219768
1.56816E+12,0.0024239,0.00244314,0.00236319,0.0023892,52887165
1.56825E+12,0.0023912,0.0024369,0.0023265,0.00239615,48542765
1.56833E+12,0.0023906,0.00241931,0.00236,0.0024036,35317492
1.56842E+12,0.00241468,0.002437,0.0023701,0.00242791,33725888
1.56851E+12,0.00242749,0.00248818,0.00239,0.00243328,68647235
1.56859E+12,0.00243242,0.00248393,0.0023978,0.0024309,53894420
1.56868E+12,0.00244035,0.00262,0.00241,0.00259593,135069011
1.56876E+12,0.00259866,0.0028155,0.0025527,0.0027015,344364326
1.56885E+12,0.00270344,0.00274411,0.00254165,0.00271991,161540615
1.56894E+12,0.00271811,0.00271811,0.00261924,0.0026497,70347331
1.56902E+12,0.0026497,0.00266113,0.00253849,0.0025772,76693753
1.56911E+12,0.00257565,0.0026029,0.0025151,0.00256636,92043003
1.5692E+12,0.00257407,0.00257627,0.00244595,0.00244642,76897524
1.56928E+12,0.00244602,0.00247182,0.00193967,0.00219657,155910476
1.56937E+12,0.00219659,0.0022358,0.00207129,0.00217635,110825983
1.56946E+12,0.0021693,0.00223829,0.0020198,0.0021396,204393624
1.56954E+12,0.00214462,0.00220478,0.00209619,0.0021723,88331166
1.56963E+12,0.00217715,0.00223847,0.00214887,0.00220377,75661286
1.56972E+12,0.0022033,0.00224259,0.00212902,0.00218737,79511131
1.5698E+12,0.0022041,0.00247553,0.0021264,0.0023785,263988602
1.56989E+12,0.00238563,0.00251175,0.0023497,0.0023503,151860063
1.56997E+12,0.00236175,0.00237841,0.0022809,0.00233231,88034436
1.57006E+12,0.00233392,0.00233583,0.0022353,0.00230526,81022529
1.57015E+12,0.00230145,0.002325,0.0022398,0.0022893,52314904
1.57023E+12,0.00229712,0.00231261,0.002263,0.0022922,53899895
1.57032E+12,0.0022993,0.0023114,0.002228,0.0022677,72718151
1.57041E+12,0.0022659,0.00237461,0.00223792,0.002339,69936960
1.57049E+12,0.00233819,0.0023736,0.0022783,0.00231099,89953557
1.57058E+12,0.0023096,0.00237298,0.00225408,0.00235573,128533706
1.57067E+12,0.00234954,0.00235893,0.0022927,0.00230713,74485978
1.57075E+12,0.00230458,0.00234864,0.00222522,0.0022925,61631506
1.57084E+12,0.00229075,0.00233792,0.00227578,0.00232215,70374904
1.57092E+12,0.00232178,0.00263727,0.0023106,0.00243198,506106744
1.57101E+12,0.00243338,0.00275248,0.00240734,0.00254273,1281613616
1.5711E+12,0.00255572,0.00258077,0.00246545,0.00249565,142270876
1.57118E+12,0.0024947,0.0026257,0.00248485,0.0026162,271043906
1.57127E+12,0.00261274,0.0029742,0.0025778,0.00274132,673256287
1.57136E+12,0.00273637,0.00287357,0.0026311,0.00269741,262101555
1.57144E+12,0.00269709,0.00279797,0.0026488,0.00272914,103435078
1.57153E+12,0.00272062,0.0027703,0.0026407,0.00271886,113305480
1.57162E+12,0.00272056,0.0029562,0.00257812,0.0026924,287285773
1.5717E+12,0.0026979,0.00273579,0.00251026,0.00253363,948366683
1.57179E+12,0.00254053,0.00256877,0.00210584,0.00248133,399964920
1.57188E+12,0.00248447,0.0025554,0.00240302,0.00252626,176236372
1.57196E+12,0.00252258,0.00278429,0.00246865,0.0026694,330206126
1.57205E+12,0.00267399,0.00290824,0.0025634,0.00259846,327792551
1.57213E+12,0.00261368,0.00296478,0.00256839,0.00264899,203666784
1.57222E+12,0.00264676,0.00276186,0.00262747,0.00263134,179647401
1.57231E+12,0.00264262,0.00270218,0.00261859,0.00262972,136659517
1.57239E+12,0.00263121,0.0026665,0.00255822,0.00259671,202095484
1.57248E+12,0.00259903,0.00264005,0.00255278,0.00258776,93293235
1.57257E+12,0.0025852,0.00268677,0.0025555,0.00260487,48308176
1.57265E+12,0.00261026,0.00262369,0.0025463,0.00258091,136199748
1.57274E+12,0.00259972,0.00264486,0.0025434,0.00258791,94348909
1.57283E+12,0.00258185,0.00261342,0.002538,0.00258494,89131455
1.57291E+12,0.00257595,0.00261371,0.0025524,0.00259555,89896615
1.573E+12,0.00259612,0.0026155,0.00254949,0.0025952,78525806
1.57308E+12,0.00259408,0.0027449,0.00256867,0.00269955,389579342
1.57317E+12,0.0027053,0.0027096,0.00252958,0.00263968,140343464
1.57326E+12,0.00264605,0.00273729,0.0026079,0.00271569,355378242
1.57334E+12,0.00271078,0.00278895,0.0026654,0.0027565,305203814
1.57343E+12,0.0027653,0.00277507,0.0026463,0.00270787,145629942
1.57352E+12,0.0027042,0.00272564,0.00264372,0.0027078,116799812
1.5736E+12,0.00270911,0.00270928,0.00262479,0.0026821,140516822
1.57369E+12,0.00268179,0.00268179,0.0025922,0.00266413,99444648
1.57378E+12,0.00266071,0.00271345,0.00257059,0.00265375,196496664
1.57386E+12,0.00264695,0.0027067,0.00261406,0.0026606,184465713
1.57395E+12,0.0026517,0.00266318,0.00259257,0.00262712,81768446
1.57404E+12,0.0026151,0.00263549,0.00249637,0.00254498,72203979
1.57412E+12,0.00253115,0.00254553,0.00248486,0.00251323,60867796
1.57421E+12,0.00252873,0.00258534,0.00250383,0.00253133,51326120
1.57429E+12,0.00251611,0.0025302,0.00230416,0.00241544,139844659
1.57438E+12,0.0024148,0.0024426,0.00217904,0.00236382,165526781
1.57447E+12,0.00236456,0.00241205,0.00227118,0.00241205,172491867
1.57455E+12,0.00240234,0.00240234,0.00223819,0.00224837,116673800
1.57464E+12,0.00223853,0.00233946,0.00208395,0.00225773,150700812
1.57473E+12,0.00224938,0.00232676,0.00222775,0.00226857,46658505
1.57481E+12,0.00226789,0.00237036,0.00219231,0.00232502,98287760
1.5749E+12,0.0023153,0.00236094,0.00226411,0.002272,98429449
1.57499E+12,0.00227668,0.00238443,0.0022734,0.00236284,98438924
1.57507E+12,0.0023593,0.00237557,0.0022711,0.00229527,59323424
1.57516E+12,0.002292,0.00231595,0.0022323,0.00226744,71868565
1.57524E+12,0.00227263,0.00228279,0.0021588,0.00223249,163746405
1.57533E+12,0.00222334,0.00224519,0.0021505,0.0021782,189360213
1.57542E+12,0.00217484,0.00225509,0.00211357,0.00217793,259311714
1.5755E+12,0.00217279,0.00222959,0.00214154,0.0021755,75250597
1.57559E+12,0.00218287,0.00225505,0.00211078,0.00220386,132923213
1.57568E+12,0.0021894,0.0022639,0.0021601,0.00219667,61735171
1.57576E+12,0.0021834,0.00226317,0.00215,0.00220105,56793315
1.57585E+12,0.00220866,0.0022289,0.0021625,0.00218053,56493155
1.57594E+12,0.00216372,0.00221434,0.0020903,0.00213851,116186991
1.57602E+12,0.0021402,0.00217426,0.00211308,0.00214474,86454061
1.57611E+12,0.0021547,0.00217559,0.00211595,0.00214003,55721062
1.5762E+12,0.00213245,0.00222414,0.00210489,0.00212997,105233189
1.57628E+12,0.0021274,0.0022933,0.00205435,0.0021127,97345597
1.57637E+12,0.00211968,0.00220748,0.00209391,0.00213416,61190730
1.57645E+12,0.0021363,0.00217439,0.00206791,0.00208372,99814375
1.57654E+12,0.00208842,0.0021318,0.00193335,0.00197504,209772941
1.57663E+12,0.00198726,0.00209105,0.00189919,0.00205014,444442268
1.57671E+12,0.00205564,0.00218174,0.0019925,0.0020205,91905080
1.5768E+12,0.00202236,0.00207409,0.0019923,0.0020273,58972845
1.57689E+12,0.00202851,0.00206822,0.0020091,0.00204,83070907
1.57697E+12,0.00204808,0.00209037,0.0020204,0.00208556,97517875
1.57706E+12,0.00209285,0.0021346,0.00202739,0.00205638,187366372
1.57715E+12,0.0020533,0.00206008,0.00199942,0.00202261,61042421
1.57723E+12,0.00202144,0.00206275,0.00199081,0.00203766,108851438
1.57732E+12,0.0020331,0.00206486,0.00199928,0.0020245,81831506
1.5774E+12,0.00201707,0.00205038,0.00198742,0.00203581,145246366
1.57749E+12,0.0020352,0.00206924,0.00202171,0.00204431,48401004
1.57758E+12,0.0020407,0.00206589,0.00202185,0.0020329,50528679
1.57766E+12,0.0020391,0.00205479,0.00200294,0.0020264,76749919
1.57775E+12,0.00202192,0.00203145,0.00198274,0.00200625,131083309
1.57784E+12,0.00200707,0.00204341,0.00199828,0.0020245,31462868
1.57792E+12,0.0020245,0.00204,0.00194187,0.0019951,191887309
1.57801E+12,0.00199271,0.00204214,0.00196301,0.0020236,109005714
1.5781E+12,0.00202589,0.0021035,0.002015,0.00205584,123468609
1.57818E+12,0.00205519,0.002095,0.0020334,0.0020696,66437147
1.57827E+12,0.00207386,0.00213521,0.00206672,0.0021344,108507039
1.57836E+12,0.0021333,0.00218597,0.00207772,0.00217065,121470207
1.57844E+12,0.00217043,0.00222585,0.00206886,0.00208672,205791636
1.57853E+12,0.00209311,0.00216352,0.00206367,0.0021282,80515080
1.57861E+12,0.0021323,0.00220165,0.002096,0.00219686,222205607
1.5787E+12,0.00219964,0.00222472,0.00216441,0.00217474,94223943
1.57879E+12,0.00216515,0.0022131,0.00215349,0.00219541,49775170
1.57887E+12,0.00220211,0.0022049,0.00216509,0.00216953,66668055
1.57896E+12,0.00216438,0.00239417,0.00216388,0.00234944,297610208
1.57905E+12,0.00234326,0.00248732,0.0023168,0.00236333,262905054
1.57913E+12,0.0023722,0.00237358,0.00228461,0.0023242,98583989
1.57922E+12,0.00233083,0.00250165,0.00231266,0.00248,280388650
1.57931E+12,0.00248026,0.0025225,0.00244075,0.00251386,191378707
1.57939E+12,0.0025137,0.0025833,0.00232417,0.00239676,161012185
1.57948E+12,0.00239822,0.00242418,0.00234345,0.00237307,95126694
1.57956E+12,0.00237165,0.0023927,0.00231644,0.00236362,130661575
1.57965E+12,0.00235429,0.00238544,0.00232826,0.00233703,72204081
1.57974E+12,0.00233884,0.0023462,0.00221667,0.0022514,120187526
1.57982E+12,0.00224697,0.00228611,0.00219445,0.00226978,72913429
1.57991E+12,0.00226651,0.0022708,0.00222116,0.002251,74227952
1.58E+12,0.00224946,0.00230399,0.0022317,0.0022806,62787676
1.58008E+12,0.00228619,0.00242356,0.00225357,0.00235374,189983953
1.58017E+12,0.00235501,0.00244354,0.00234839,0.00244174,132996335
1.58026E+12,0.00244612,0.00244934,0.00236162,0.00238106,113185519
1.58034E+12,0.00238024,0.0024233,0.00235342,0.00241159,78294104
1.58043E+12,0.00241181,0.0024421,0.00235786,0.00237525,106455643
1.58052E+12,0.00237427,0.00241955,0.00236968,0.002417,69780779
1.5806E+12,0.00240867,0.00250326,0.00239427,0.00244211,140214787
1.58069E+12,0.00243752,0.00250145,0.00240902,0.00241172,147181393
1.58077E+12,0.00241571,0.0025178,0.00239266,0.00250935,243323349
1.58086E+12,0.00250826,0.00263677,0.00247351,0.00258092,456737744
1.58095E+12,0.00258093,0.00268486,0.00257126,0.0026613,245310854
1.58103E+12,0.00266015,0.00279524,0.00264517,0.00278448,266969073
1.58112E+12,0.00279578,0.00326629,0.00271689,0.00317209,1122954168
1.58121E+12,0.00317331,0.00488558,0.00307888,0.00322326,1307461248
1.58129E+12,0.00321631,0.00328102,0.00283886,0.00296636,810781064
1.58138E+12,0.00296068,0.00310547,0.00283633,0.00304213,584824864
1.58147E+12,0.00303868,0.00316572,0.00300237,0.00305922,621222834
1.58155E+12,0.00306738,0.00321278,0.00294436,0.00301012,570152846
1.58164E+12,0.00301051,0.00313821,0.00297252,0.00311166,305515579
1.58172E+12,0.00311477,0.00318013,0.00283887,0.00290165,320372009
1.58181E+12,0.00289847,0.00296263,0.00260472,0.00275601,417846263
1.5819E+12,0.00275062,0.00275926,0.0025305,0.00270249,273787797
1.58198E+12,0.00268422,0.00287253,0.00265442,0.00283429,344021674
1.58207E+12,0.00284172,0.00300243,0.00256327,0.0026079,156007562
1.58216E+12,0.00260316,0.00299198,0.00254159,0.00265732,268076623
1.58224E+12,0.00265321,0.00271512,0.00259037,0.00265075,153113913
1.58233E+12,0.00264955,0.00265648,0.0025736,0.00259237,107733066
1.58242E+12,0.00259283,0.00268802,0.00259283,0.00268364,85158189
1.5825E+12,0.00268242,0.0026903,0.00254513,0.0025751,123771852
1.58259E+12,0.00258386,0.00258391,0.0024002,0.00247127,256619298
1.58268E+12,0.00247404,0.00248761,0.00218265,0.00234286,305716693
1.58276E+12,0.0023402,0.0024175,0.00229826,0.0023273,164177168
1.58285E+12,0.00232548,0.00237569,0.002213,0.00228591,99076087
1.58293E+12,0.00228667,0.00232162,0.00221191,0.00222116,84399218
1.58302E+12,0.00222457,0.00231622,0.0022055,0.00228692,116810334
1.58311E+12,0.00226634,0.00238064,0.00222694,0.00234921,96449244
1.58319E+12,0.00236256,0.00254503,0.0023082,0.00249843,276081118
1.58328E+12,0.00250586,0.00250734,0.00237519,0.002421,201587827
1.58337E+12,0.00242641,0.00253745,0.00242553,0.00247978,122219349
1.58345E+12,0.00248101,0.00250378,0.00244605,0.0024862,63303104
1.58354E+12,0.00248959,0.00250123,0.0023922,0.0024066,112331024
1.58363E+12,0.00240959,0.00241094,0.00215749,0.00217759,181080658
1.58371E+12,0.00217978,0.00222987,0.00208496,0.00221902,229780847
1.5838E+12,0.00222742,0.00227161,0.00215282,0.00221258,225779527
1.58388E+12,0.00220645,0.00222465,0.0020911,0.00218059,128060172
1.58397E+12,0.0021828,0.00218576,0.00140014,0.00161386,770809996
1.58406E+12,0.00150283,0.00183324,0.00115378,0.00175807,372647948
1.58414E+12,0.00173423,0.00179554,0.00163299,0.00167621,224230347
1.58423E+12,0.00167393,0.00213342,0.00163661,0.00169844,183272920
1.58432E+12,0.0016893,0.00169672,0.00134617,0.00158783,232810549
1.5844E+12,0.00159802,0.00169607,0.00155427,0.00163018,120269653
1.58449E+12,0.00162908,0.00164904,0.00154979,0.00160602,153194705
1.58458E+12,0.00160609,0.00184799,0.0015697,0.00177527,315677300
1.58466E+12,0.0017645,0.00194164,0.00164141,0.001782,301406598
1.58475E+12,0.00177731,0.00185773,0.00169866,0.00178826,120948576
1.58484E+12,0.00179391,0.00184784,0.0017171,0.00172801,156027627
1.58492E+12,0.00172473,0.00186423,0.00168752,0.00182647,180308460
1.58501E+12,0.00183365,0.00192371,0.00181033,0.00186923,283137113
1.58509E+12,0.00185715,0.00190114,0.0017933,0.00183216,170824524
1.58518E+12,0.0018325,0.0018732,0.00181399,0.00185785,151160373
1.58527E+12,0.00185386,0.00187654,0.00174268,0.00177842,195811269
1.58535E+12,0.00177775,0.00181199,0.00169945,0.0017871,314932329
1.58544E+12,0.00179725,0.00180298,0.00170213,0.00170956,156054263
1.58553E+12,0.00171997,0.00190605,0.001709,0.0017957,116199882
1.58561E+12,0.00180324,0.00183063,0.00179583,0.00180834,67786701
1.5857E+12,0.00180378,0.00188094,0.0017672,0.00186959,152034474
1.58579E+12,0.00187002,0.00195691,0.0018444,0.00187824,146749302
1.58587E+12,0.00187145,0.00190808,0.00182333,0.00185082,97617758
1.58596E+12,0.00184844,0.0019125,0.00183074,0.00187325,92364705
1.58604E+12,0.0018787,0.00188753,0.00184196,0.0018524,55344996
1.58613E+12,0.00184919,0.00199379,0.00184637,0.00199246,210552139
1.58622E+12,0.0019917,0.00204077,0.00195141,0.00199608,202961221
1.5863E+12,0.00199974,0.00204362,0.00196748,0.00200631,90384907
1.58639E+12,0.00200671,0.00204701,0.00198659,0.0020151,89094012
1.58648E+12,0.00202408,0.00203855,0.00187649,0.00196775,212989247
1.58656E+12,0.00196881,0.00201361,0.00193741,0.00196646,76732837
1.58665E+12,0.001968,0.00201839,0.0019392,0.00196992,114627907
1.58674E+12,0.00196784,0.00198018,0.00186203,0.00195857,185252284
1.58682E+12,0.00195916,0.00197815,0.0019316,0.0019656,67401911
1.58691E+12,0.00196758,0.00197605,0.00189181,0.00190745,143735234
1.587E+12,0.00190449,0.00203206,0.00187309,0.00199758,151063706
1.58708E+12,0.00200336,0.00200741,0.0019752,0.00198749,55401970
1.58717E+12,0.00199069,0.00210018,0.00198178,0.00204757,92775767
1.58725E+12,0.00204924,0.00207448,0.0019999,0.00203435,70450538
1.58734E+12,0.00203429,0.00205283,0.00193684,0.00198172,180876115
1.58743E+12,0.00197143,0.0020009,0.00193242,0.00195,85730979
1.58751E+12,0.0019526,0.00205328,0.0019456,0.00199929,72581197
1.5876E+12,0.00200237,0.00216854,0.00199079,0.00205275,243115927
1.58769E+12,0.00204672,0.00210962,0.00204308,0.00208591,75266362
1.58777E+12,0.00208425,0.00215552,0.00207048,0.00212641,173120551
1.58786E+12,0.0021324,0.00245108,0.0021304,0.00240977,804586311
1.58795E+12,0.00240528,0.00241651,0.00228438,0.00234969,475335023
1.58803E+12,0.00234935,0.00236027,0.0023,0.00232965,168260399
1.58812E+12,0.00232076,0.002547,0.0023119,0.0024934,354821868
1.5882E+12,0.0024928,0.00269133,0.00236008,0.00243445,551825570
1.58829E+12,0.00242433,0.00254834,0.00241925,0.00247614,220229951
1.58838E+12,0.00247919,0.00255859,0.00245075,0.00254521,148558121
1.58846E+12,0.00254152,0.00258209,0.00246139,0.0025026,167590125
1.58855E+12,0.00250396,0.00251071,0.00233968,0.00246488,151515338
1.58864E+12,0.00247438,0.00252225,0.00242777,0.00247553,83336304
1.58872E+12,0.00248012,0.00256631,0.0024586,0.00248283,180927494
1.58881E+12,0.00248219,0.00270082,0.00246064,0.00266713,366483103
1.5889E+12,0.00266586,0.00269209,0.0025737,0.00260813,259386572
1.58898E+12,0.0026183,0.00264656,0.00251064,0.00260751,216543474
1.58907E+12,0.00259835,0.00259873,0.00224134,0.00246169,321215093
1.58916E+12,0.00244393,0.00253826,0.00229553,0.00241311,192928752
1.58924E+12,0.00240629,0.00251496,0.00240161,0.00246232,107312600
1.58933E+12,0.00246333,0.00254575,0.00244426,0.00252944,168041623
1.58941E+12,0.00252214,0.00265156,0.00250125,0.00258182,315454837
1.5895E+12,0.00257347,0.00258398,0.00245869,0.00248727,126538135
1.58959E+12,0.00249848,0.00253445,0.00247132,0.00251098,82487862
1.58967E+12,0.00250833,0.00258148,0.00250176,0.00253166,103697263
1.58976E+12,0.00252475,0.00258996,0.00249708,0.00253787,93527053
1.58985E+12,0.00253824,0.0025775,0.0024898,0.00254922,90146889
1.58993E+12,0.00254021,0.002566,0.00245672,0.00249835,152417725
1.59002E+12,0.00250027,0.00255019,0.00241761,0.00247443,205051270
1.59011E+12,0.00247653,0.00255033,0.00245974,0.00251761,107093984
1.59019E+12,0.00251963,0.00256409,0.0024919,0.00252735,160030526
1.59028E+12,0.00253585,0.00256388,0.00243373,0.00244475,160499199
1.59036E+12,0.00243687,0.00255128,0.00241893,0.00253214,280489252
1.59045E+12,0.00252452,0.00253298,0.00245621,0.00247839,186936703
1.59054E+12,0.002478,0.00251997,0.00244987,0.00249993,176177359
1.59062E+12,0.00249955,0.00256092,0.00240787,0.00252427,256317241
1.59071E+12,0.00252675,0.002553,0.0024976,0.00253184,142622163
1.5908E+12,0.00252944,0.00263038,0.00252549,0.00261851,217499962
1.59088E+12,0.00261809,0.00268305,0.00254095,0.00255784,164715811
1.59097E+12,0.00254782,0.00270681,0.00249958,0.00264818,291813951
1.59106E+12,0.00265985,0.00266817,0.00246789,0.00256641,325981114
1.59114E+12,0.00256074,0.00259573,0.00251756,0.00258737,130101538
1.59123E+12,0.00258027,0.00266882,0.00256492,0.0026229,326193437
1.59132E+12,0.00262272,0.00262893,0.00257881,0.00258981,114071897
1.5914E+12,0.00258241,0.0025999,0.00255048,0.00259336,101549796
1.59149E+12,0.0025899,0.00261406,0.00254875,0.00259974,132911616
1.59157E+12,0.00259223,0.00260412,0.0025511,0.00258067,121989865
1.59166E+12,0.0025863,0.00259116,0.00249014,0.00255962,116938419
1.59175E+12,0.00256026,0.00259686,0.0025409,0.00257714,113128228
1.59183E+12,0.00258239,0.00259776,0.00237608,0.00244545,169023974
1.59192E+12,0.00244509,0.0025242,0.00243183,0.00249951,133287436
1.59201E+12,0.00251292,0.00253382,0.0024859,0.0025246,93631744
1.59209E+12,0.00251323,0.00253342,0.00248042,0.00249561,65658290
1.59218E+12,0.00248753,0.0024941,0.00239185,0.00247621,147058752
1.59227E+12,0.00247234,0.00250207,0.00240893,0.00248674,219496367
1.59235E+12,0.00248552,0.0024999,0.00244231,0.00247953,136091681
1.59244E+12,0.00247968,0.00249119,0.00242923,0.00245455,59137982
1.59252E+12,0.0024591,0.00246556,0.00242419,0.00243707,84566591
1.59261E+12,0.00244027,0.00245239,0.00239038,0.00244117,59266072
1.5927E+12,0.00244513,0.00246765,0.00242767,0.00242767,84555177
1.59278E+12,0.00243325,0.0025021,0.002432,0.0024731,118270150
1.59287E+12,0.00248443,0.00249259,0.00246008,0.00246891,96686433
1.59296E+12,0.00248097,0.00249011,0.0023739,0.00241648,124832546
1.59304E+12,0.00242574,0.0024288,0.00237639,0.00241051,73502899
1.59313E+12,0.00240849,0.0024169,0.00234355,0.0023593,69665977
1.59322E+12,0.0023494,0.00236468,0.00226813,0.00230357,94867690
1.5933E+12,0.00230396,0.00234448,0.00227636,0.00231262,116394661
1.59339E+12,0.00231821,0.0023309,0.00228981,0.00230672,85385099
1.59348E+12,0.0023034,0.00232609,0.00228137,0.00231806,58330225
1.59356E+12,0.00230981,0.00237252,0.00229931,0.00232209,120676078
1.59365E+12,0.00232601,0.00235095,0.00228433,0.00232224,97986311
1.59373E+12,0.00231697,0.0023345,0.0022885,0.00231506,76387879
1.59382E+12,0.00231594,0.00233197,0.00230045,0.0023019,60368775
1.59391E+12,0.00230463,0.0023202,0.00227935,0.00230382,88706470
1.59399E+12,0.00229992,0.00262499,0.00229393,0.00262228,461294907
1.59408E+12,0.00262203,0.00329638,0.00260281,0.00313698,3965388549
1.59417E+12,0.00313698,0.00560566,0.00291108,0.00477262,23657008079
1.59425E+12,0.00476865,0.00506666,0.00405153,0.00432032,8645375967
1.59434E+12,0.00432303,0.00433838,0.00339758,0.0035313,7536784753
1.59443E+12,0.00353325,0.00396403,0.00345598,0.00380451,3661361202
1.59451E+12,0.00381463,0.00385278,0.00358244,0.00363804,1546255634
1.5946E+12,0.00364018,0.00364536,0.00297866,0.0031703,4007164536
1.59468E+12,0.0031584,0.00338966,0.00303114,0.00329132,2316802022
1.59477E+12,0.00329184,0.00329199,0.00305203,0.00308343,1386310052
1.59486E+12,0.00309472,0.00309546,0.00284869,0.0029797,2070197756
1.59494E+12,0.00298007,0.00309237,0.00291756,0.00305402,1885382230
1.59503E+12,0.00305429,0.00367956,0.00301582,0.00345383,8332776850
1.59512E+12,0.00345155,0.00378045,0.00331154,0.00338722,3659586603
1.5952E+12,0.00338756,0.00343604,0.00314274,0.00322018,1636615889
1.59529E+12,0.00321925,0.00337408,0.00314004,0.00330041,1188848956
1.59538E+12,0.00330275,0.00331129,0.0032098,0.00329488,591711751
1.59546E+12,0.00329832,0.00334433,0.00326462,0.00330202,792908063
1.59555E+12,0.00330746,0.0033163,0.00315032,0.00321795,824558980
1.59564E+12,0.00322359,0.00334792,0.00318081,0.00325125,867588133
1.59572E+12,0.00325319,0.00329329,0.00317723,0.00323489,888157925
